"range","area","pt","brte","nsamp","elev","pgraze","tburn","tburn2","pgrassf","sppr","wtpr","propwtr","hillshade","medwtpcp","medsppcp","medpropwtr","range_id","area_id","point_id","obs_id"
"Shoshone","Underdown","Low.Burned.M.1",3,30,-0.576706855149865,-2.63827469006023,-1.65333088058188,2.73350300068566,0.824800895754286,-0.342379546522406,-1.03251472633304,-0.91680354955477,-2.62540887777469,-2.4723101214833,-1.50302762227186,-3.61159745206386,2,4,49,1
"Shoshone","Underdown","Low.Burned.M.2",1,30,-0.582145287031922,-2.63827469006023,-1.65333088058188,2.73350300068566,0.317113442894362,-0.342379546522406,-1.03251472633304,-0.91680354955477,-1.57554636251149,-2.4723101214833,-1.50302762227186,-3.61159745206386,2,4,50,2
"Shoshone","Underdown","Low.Burned.M.3",3,30,-0.632645011651,-2.63827469006023,-1.65333088058188,2.73350300068566,0.444035306109342,-0.342379546522406,-1.03251472633304,-0.91680354955477,-1.16726649546468,-2.4723101214833,-1.50302762227186,-3.61159745206386,2,4,51,3
"Shoshone","Underdown","Mid.Burned.E.1",16,30,0.521079466184848,-2.63827469006023,-1.65333088058188,2.73350300068566,1.84017580147414,0.739969384889648,-0.304741734500422,-0.933083798662298,-0.292381066078677,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,52,4
"Shoshone","Underdown","Mid.Burned.E.2",2,30,0.563810002400991,-2.63827469006023,-1.65333088058188,2.73350300068566,1.20556648539923,0.739969384889648,-0.304741734500422,-0.933083798662298,-0.175729675493877,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,53,5
"Shoshone","Underdown","Mid.Burned.E.3",4,30,0.542056274872775,-2.63827469006023,-1.65333088058188,2.73350300068566,2.0940195279041,0.739969384889648,-0.304741734500422,-0.933083798662298,-0.467358151955878,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,54,6
"Shoshone","Underdown","Mid.Burned.L.1",3,30,0.375795643049965,-2.63827469006023,-1.65333088058188,2.73350300068566,1.07864462218425,0.739969384889648,-0.304741734500422,-0.933083798662298,-0.584009542540679,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,55,7
"Shoshone","Underdown","Mid.Burned.L.2",0,30,0.375795643049965,-2.63827469006023,-1.65333088058188,2.73350300068566,-1.3328707789004,0.739969384889648,-0.304741734500422,-0.933083798662298,0.174224496260526,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,56,8
"Shoshone","Underdown","Mid.Burned.L.3",1,30,0.437172231433152,-2.63827469006023,-1.65333088058188,2.73350300068566,-0.190574009965566,0.739969384889648,-0.304741734500422,-0.933083798662298,-0.875638019002681,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,57,9
"Shoshone","Underdown","Mid.Burned.M.1",1,30,0.478348929968706,-2.63827469006023,-1.65333088058188,2.73350300068566,0.0632697164643984,0.739969384889648,-0.304741734500422,-0.933083798662298,-0.409032456663478,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,58,10
"Shoshone","Underdown","Mid.Burned.M.2",5,30,0.526517898066905,-2.63827469006023,-1.65333088058188,2.73350300068566,1.71325393825915,0.739969384889648,-0.304741734500422,-0.933083798662298,-0.175729675493877,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,59,11
"Shoshone","Underdown","Mid.Burned.M.3",1,30,0.50787184589986,-2.63827469006023,-1.65333088058188,2.73350300068566,0.0632697164643984,0.739969384889648,-0.304741734500422,-0.933083798662298,-0.292381066078677,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,60,12
"Shoshone","Underdown","Low.Burned.M.1",2,30,-0.576706855149865,-2.63827469006023,-1.3862477263451,1.92168275879696,1.07864462218425,-1.02919862541124,-1.39122301855584,-0.62731334000992,-2.62540887777469,-2.4723101214833,-1.50302762227186,-3.61159745206386,2,4,49,13
"Shoshone","Underdown","Low.Burned.M.2",3,30,-0.582145287031922,-2.63827469006023,-1.3862477263451,1.92168275879696,0.951722758969266,-1.02919862541124,-1.39122301855584,-0.62731334000992,-1.57554636251149,-2.4723101214833,-1.50302762227186,-3.61159745206386,2,4,50,14
"Shoshone","Underdown","Low.Burned.M.3",5,30,-0.632645011651,-2.63827469006023,-1.3862477263451,1.92168275879696,0.824800895754286,-1.02919862541124,-1.39122301855584,-0.62731334000992,-1.16726649546468,-2.4723101214833,-1.50302762227186,-3.61159745206386,2,4,51,15
"Shoshone","Underdown","Mid.Burned.E.1",23,30,0.521079466184848,-2.63827469006023,-1.3862477263451,1.92168275879696,2.34786325433406,-0.324113081658341,-0.601984076387334,-0.295202825769887,-0.292381066078677,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,52,16
"Shoshone","Underdown","Mid.Burned.E.2",5,30,0.563810002400991,-2.63827469006023,-1.3862477263451,1.92168275879696,1.96709766468912,-0.324113081658341,-0.601984076387334,-0.295202825769887,-0.175729675493877,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,53,17
"Shoshone","Underdown","Mid.Burned.E.3",9,30,0.542056274872775,-2.63827469006023,-1.3862477263451,1.92168275879696,2.22094139111908,-0.324113081658341,-0.601984076387334,-0.295202825769887,-0.467358151955878,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,54,18
"Shoshone","Underdown","Mid.Burned.L.1",7,30,0.375795643049965,-2.63827469006023,-1.3862477263451,1.92168275879696,1.71325393825915,-0.324113081658341,-0.601984076387334,-0.295202825769887,-0.584009542540679,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,55,19
"Shoshone","Underdown","Mid.Burned.L.2",0,30,0.375795643049965,-2.63827469006023,-1.3862477263451,1.92168275879696,-0.82518332604047,-0.324113081658341,-0.601984076387334,-0.295202825769887,0.174224496260526,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,56,20
"Shoshone","Underdown","Mid.Burned.L.3",1,30,0.437172231433152,-2.63827469006023,-1.3862477263451,1.92168275879696,0.444035306109342,-0.324113081658341,-0.601984076387334,-0.295202825769887,-0.875638019002681,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,57,21
"Shoshone","Underdown","Mid.Burned.M.1",7,30,0.478348929968706,-2.63827469006023,-1.3862477263451,1.92168275879696,0.317113442894362,-0.324113081658341,-0.601984076387334,-0.295202825769887,-0.409032456663478,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,58,22
"Shoshone","Underdown","Mid.Burned.M.2",8,30,0.526517898066905,-2.63827469006023,-1.3862477263451,1.92168275879696,1.84017580147414,-0.324113081658341,-0.601984076387334,-0.295202825769887,-0.175729675493877,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,59,23
"Shoshone","Underdown","Mid.Burned.M.3",2,30,0.50787184589986,-2.63827469006023,-1.3862477263451,1.92168275879696,0.824800895754286,-0.324113081658341,-0.601984076387334,-0.295202825769887,-0.292381066078677,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,60,24
"Shoshone","Underdown","UN02.2",11,31,-0.156393762551082,0.565539673868771,-0.584998263634757,0.34222296845568,-0.00925706251559089,-0.165316613773405,0.870374256932137,0.781041067030958,0.990784230354131,-0.29302509283711,0.338670479415808,0.819442334694072,2,4,61,25
"Shoshone","Underdown","UN03.1",6,31,0.309757541625018,0.565539673868771,-0.584998263634757,0.34222296845568,1.25996156963422,-0.165316613773405,0.870374256932137,0.781041067030958,0.582504363307328,-0.29302509283711,0.338670479415808,0.819442334694072,2,4,62,26
"Shoshone","Underdown","UN03.2",13,31,0.612755889339483,0.565539673868771,-1.3862477263451,1.92168275879696,1.25996156963422,-0.165316613773405,0.870374256932137,0.781041067030958,0.407527277430127,-0.29302509283711,0.338670479415808,0.819442334694072,2,4,63,27
"Shoshone","Underdown","Low.Burned.M.1",2,30,-0.576706855149865,-2.63827469006023,-0.852081417871538,0.726042742681971,0.697879032539306,-0.688955273209929,-0.431170603900285,0.344742287542648,-2.62540887777469,-2.4723101214833,-1.50302762227186,-3.61159745206386,2,4,49,28
"Shoshone","Underdown","Low.Burned.M.2",12,30,-0.582145287031922,-2.63827469006023,-0.852081417871538,0.726042742681971,1.45941021182919,-0.688955273209929,-0.431170603900285,0.344742287542648,-1.57554636251149,-2.4723101214833,-1.50302762227186,-3.61159745206386,2,4,50,29
"Shoshone","Underdown","Low.Burned.M.3",21,30,-0.632645011651,-2.63827469006023,-0.852081417871538,0.726042742681971,0.317113442894362,-0.688955273209929,-0.431170603900285,0.344742287542648,-1.16726649546468,-2.4723101214833,-1.50302762227186,-3.61159745206386,2,4,51,30
"Shoshone","Underdown","Mid.Burned.E.1",24,30,0.521079466184848,-2.63827469006023,-0.852081417871538,0.726042742681971,1.20556648539923,-0.157035816368362,0.870239758134903,0.773773825508446,-0.292381066078677,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,52,31
"Shoshone","Underdown","Mid.Burned.E.2",12,30,0.563810002400991,-2.63827469006023,-0.852081417871538,0.726042742681971,1.45941021182919,-0.157035816368362,0.870239758134903,0.773773825508446,-0.175729675493877,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,53,32
"Shoshone","Underdown","Mid.Burned.E.3",13,30,0.542056274872775,-2.63827469006023,-0.852081417871538,0.726042742681971,1.58633207504417,-0.157035816368362,0.870239758134903,0.773773825508446,-0.467358151955878,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,54,33
"Shoshone","Underdown","Mid.Burned.L.1",10,30,0.375795643049965,-2.63827469006023,-0.852081417871538,0.726042742681971,1.58633207504417,-0.157035816368362,0.870239758134903,0.773773825508446,-0.584009542540679,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,55,34
"Shoshone","Underdown","Mid.Burned.L.2",2,30,0.375795643049965,-2.63827469006023,-0.852081417871538,0.726042742681971,0.824800895754286,-0.157035816368362,0.870239758134903,0.773773825508446,0.174224496260526,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,56,35
"Shoshone","Underdown","Mid.Burned.L.3",12,30,0.437172231433152,-2.63827469006023,-0.852081417871538,0.726042742681971,1.45941021182919,-0.157035816368362,0.870239758134903,0.773773825508446,-0.875638019002681,0.534905517669694,0.36889246147272,-1.46192767812672,2,4,57,36
