"range","area","pt","brte","nsamp","elev","burn","pgraze","pgrassf","sppr","wtpr","propwtr","hillshade","medwtpcp","medpropwtr"
"Toiyabe","Birch","BISG03",18,31,1905,1,0.833333333,0.714285714285714,94,235,0.714285714285714,205,164,0.720588235294118
"Toiyabe","Birch","BISG04",13,22,1904,1,0.833333333,0.8125,94,235,0.714285714285714,188,164,0.720588235294118
"Toiyabe","Birch","BISG05",21,31,1898,1,0.833333333,0.80952380952381,94,235,0.714285714285714,215,164,0.720588235294118
"Toiyabe","Birch","BISG06",20,31,1894,1,0.833333333,0.714285714285714,94,235,0.714285714285714,206,164,0.720588235294118
"Toiyabe","Birch","BISG07",20,31,1894,1,0.833333333,0.523809523809524,94,235,0.714285714285714,204,164,0.720588235294118
"Toiyabe","Birch","BISG08",21,31,1886,1,0.833333333,0.238095238095238,94,235,0.714285714285714,206,164,0.720588235294118
"Monitor","Elkhorn","EH01",0,31,2275,1,1,0.0476190476190476,138,315,0.695364238410596,202,149,0.714912280701754
"Monitor","Elkhorn","EH02",0,31,2318,1,1,0.238095238095238,138,315,0.695364238410596,215,149,0.714912280701754
"Monitor","Elkhorn","EH03",3,31,2334,1,1,0,138,315,0.695364238410596,180,149,0.714912280701754
"Monitor","Elkhorn","EH04",2,31,2351,1,1,0,138,315,0.695364238410596,240,149,0.714912280701754
"Monitor","Elkhorn","EHSG01",0,31,2307,1,1,0.0952380952380952,138,315,0.695364238410596,207,163,0.714912280701754
"Monitor","Elkhorn","EHSG02",0,31,2302,1,1,0.904761904761905,138,315,0.695364238410596,202,163,0.714912280701754
"Monitor","Elkhorn","EHSG03",3,31,2307,1,1,0.0476190476190476,138,315,0.695364238410596,197,163,0.714912280701754
"Monitor","Elkhorn","EHSG04",0,31,2297,1,1,0.142857142857143,138,315,0.695364238410596,199,163,0.714912280701754
"Monitor","Elkhorn","EHSG05",0,31,2319,1,1,0,138,315,0.695364238410596,205,163,0.714912280701754
"Monitor","Elkhorn","EHSG06",1,31,2304,1,1,0.0476190476190476,138,315,0.695364238410596,202,163,0.714912280701754
"Monitor","Elkhorn","EHSG07",0,30,2320,1,1,0,138,315,0.695364238410596,213,163,0.714912280701754
"Monitor","Elkhorn","EHSG08",1,31,2305,1,1,0,138,315,0.695364238410596,215,163,0.714912280701754
"Monitor","Elkhorn","EHSG09",0,31,2325,1,1,0,138,315,0.695364238410596,231,163,0.714912280701754
"Monitor","Elkhorn","EHSG10",0,31,2314,1,1,0,138,315,0.695364238410596,242,163,0.714912280701754
"Toiyabe","Grass Springs","GS01",31,31,2179,1,0.833333333,0.428571428571429,118,262,0.689473684210526,183,159.5,0.716134268276847
"Toiyabe","Grass Springs","GS02",20,31,2134,1,0.833333333,0.80952380952381,118,262,0.689473684210526,184,159.5,0.716134268276847
"Toiyabe","Grass Springs","GS03",27,31,2085,1,0.833333333,0.380952380952381,118,262,0.689473684210526,229,159.5,0.716134268276847
"Toiyabe","Grass Springs","GS04",29,31,2079,1,0.833333333,0.333333333333333,118,262,0.689473684210526,220,159.5,0.716134268276847
"Toiyabe","Grass Springs","GS05",31,31,2087,1,0.833333333,0.666666666666667,118,262,0.689473684210526,209,159.5,0.716134268276847
"Toiyabe","Grass Springs","GS06",31,31,2108,1,0.833333333,0.380952380952381,118,262,0.689473684210526,205,159.5,0.716134268276847
"Toiyabe","Grass Springs","GS07",29,31,2145,1,0.833333333,0.142857142857143,118,262,0.689473684210526,190,159.5,0.716134268276847
"Toiyabe","Grass Springs","GS08",27,31,2129,1,0.833333333,0.476190476190476,118,262,0.689473684210526,160,159.5,0.716134268276847
"Toiyabe","Grass Springs","GS09",30,31,2078,1,0.833333333,0.238095238095238,118,262,0.689473684210526,207,159.5,0.716134268276847
"Toiyabe","Grass Springs","GS10",28,31,2062,1,0.833333333,0.523809523809524,118,262,0.689473684210526,206,159.5,0.716134268276847
"Toiyabe","Grass Springs","GSSG01",17,31,2089,1,0.833333333,0.80952380952381,118,262,0.689473684210526,207,182,0.713725490196078
"Toiyabe","Grass Springs","GSSG02",31,31,2091,1,0.833333333,0.714285714285714,118,262,0.689473684210526,202,182,0.713725490196078
"Toiyabe","Grass Springs","GSSG03",14,31,2090,1,0.833333333,0.857142857142857,118,262,0.689473684210526,199,182,0.713725490196078
"Toiyabe","Grass Springs","GSSG04",28,31,2095,1,0.833333333,0.904761904761905,118,262,0.689473684210526,204,182,0.713725490196078
"Toiyabe","Grass Springs","GSSG05",22,31,2097,1,0.833333333,0.952380952380952,118,262,0.689473684210526,201,182,0.713725490196078
"Toiyabe","Grass Springs","GSSG06",27,31,2099,1,0.833333333,0.476190476190476,118,262,0.689473684210526,203,182,0.713725490196078
"Toiyabe","Grass Springs","GSSG07",30,31,2099,1,0.833333333,0.666666666666667,118,262,0.689473684210526,201,182,0.713725490196078
"Toiyabe","Grass Springs","GSSG08",31,31,2104,1,0.833333333,0.333333333333333,118,262,0.689473684210526,200,182,0.713725490196078
"Toiyabe","Grass Springs","GSSG09",30,31,2112,1,0.833333333,0.523809523809524,118,262,0.689473684210526,187,182,0.713725490196078
"Toiyabe","Grass Springs","GSSG10",27,31,2109,1,0.833333333,0.571428571428571,118,262,0.689473684210526,204,182,0.713725490196078
"Toiyabe","Grass Springs","GSSG11",31,31,2117,1,0.833333333,0.238095238095238,118,262,0.689473684210526,186,182,0.713725490196078
"Toiyabe","Grass Springs","GSSG12",30,31,2110,1,0.833333333,0.19047619047619,118,262,0.689473684210526,196,182,0.713725490196078
"Shoshone","Underdown","UN02.2",27,31,2147,1,1,0.904761904761905,104,303,0.744471744471744,220,152,0.721988165680473
"Shoshone","Underdown","UN03.1",28,31,2207,1,1,0.619047619047619,104,303,0.744471744471744,213,152,0.721988165680473
"Shoshone","Underdown","UN03.2",23,31,2246,1,1,0.523809523809524,104,303,0.744471744471744,210,152,0.721988165680473
"Shoshone","Underdown","UN0B1",31,31,2083,1,1,0.952380952380952,60,190,0.76,183,104,0.68780487804878
"Shoshone","Underdown","UN0B2",30,31,2129,1,1,0.80952380952381,104,303,0.744471744471744,191,175,0.728
"Shoshone","Underdown","UN0B3",30,31,2135,1,1,0.523809523809524,104,303,0.744471744471744,188,175,0.728
"Shoshone","Underdown","UN0B4",31,31,2137,1,1,0.285714285714286,104,303,0.744471744471744,206,175,0.728
"Shoshone","Underdown","UN0B5",28,31,2231,1,1,0.285714285714286,104,303,0.744471744471744,198,175,0.728
"Shoshone","Underdown","UN0B6",29,31,2245,1,1,0.666666666666667,104,303,0.744471744471744,193,175,0.728
"Shoshone","Underdown","UN0B7",27,31,2259,1,1,0.523809523809524,104,303,0.744471744471744,203,175,0.728
"Toiyabe","Wall","WA03.1",17,31,2151,1,1,0.380952380952381,101,243,0.706395348837209,202,109,0.695488721804511
"Toiyabe","Wall","WA03.2",29,31,2201,1,1,0.285714285714286,101,243,0.706395348837209,231,119.5,0.68984962406015
"Toiyabe","Wall","WA04.2",31,31,2303,1,1,0.142857142857143,142,323,0.694623655913978,199,148,0.694623655913978
"Toiyabe","Wall","WA05.1",29,31,2356,1,1,0.333333333333333,142,323,0.694623655913978,193,160,0.681942178151542
"Toiyabe","Wall","WA05.2",29,31,2414,1,1,0.19047619047619,142,323,0.694623655913978,223,148,0.694623655913978
"Toiyabe","Wall","WA06.1",22,31,2405,1,1,0.0952380952380952,142,323,0.694623655913978,237,160,0.681942178151542
"Toiyabe","Wall","WA0B1",31,31,2174,1,1,0.0952380952380952,101,243,0.706395348837209,214,133,0.695488721804511
"Toiyabe","Wall","WA0B2",28,31,2212,1,1,0.19047619047619,142,323,0.694623655913978,172,183,0.694623655913978
"Toiyabe","Wall","WA0B3",28,31,2227,1,1,0.0476190476190476,142,323,0.694623655913978,228,183,0.694623655913978
"Toiyabe","Wall","WA0B4",27,31,2263,1,1,0.238095238095238,142,323,0.694623655913978,236,183,0.694623655913978
"Toiyabe","Wall","WA0B5",26,31,2267,1,1,0.0952380952380952,142,323,0.694623655913978,216,183,0.694623655913978
"Toiyabe","Wall","WA0B6",27,31,2321,1,1,0.0952380952380952,142,323,0.694623655913978,190,183,0.694623655913978
"Toiyabe","Wall","WA0B7",22,31,2372,1,1,0.142857142857143,142,323,0.694623655913978,197,183,0.694623655913978
"Toiyabe","Wall","WASG01",29,31,2191,1,1,0.285714285714286,101,243,0.706395348837209,202,130,0.706395348837209
"Toiyabe","Wall","WASG02",31,31,2203,1,1,0.333333333333333,101,243,0.706395348837209,221,130,0.706395348837209
"Toiyabe","Wall","WASG03",29,31,2192,1,1,0.428571428571429,101,243,0.706395348837209,203,130,0.706395348837209
"Toiyabe","Wall","WASG04",28,31,2198,1,1,0.285714285714286,101,243,0.706395348837209,159,130,0.706395348837209
"Toiyabe","Wall","WASG05",30,31,2207,1,1,0.285714285714286,101,243,0.706395348837209,202,130,0.706395348837209
"Toiyabe","Wall","WASG06",30,31,2206,1,1,0.238095238095238,101,243,0.706395348837209,212,130,0.706395348837209
"Toiyabe","Wall","WASG07",31,31,2208,1,1,0.0476190476190476,101,243,0.706395348837209,171,130,0.706395348837209
"Toiyabe","Wall","WASG08",30,31,2214,1,1,0.380952380952381,101,243,0.706395348837209,169,130,0.706395348837209
"Toiyabe","Wall","WASG09",31,31,2243,1,1,0.142857142857143,142,323,0.694623655913978,211,172,0.694623655913978
"Toiyabe","Wall","WASG10",30,31,2265,1,1,0.238095238095238,142,323,0.694623655913978,192,172,0.694623655913978
"Toiyabe","Wall","WASG11",29,31,2254,1,1,0.333333333333333,142,323,0.694623655913978,212,172,0.694623655913978
"Toiyabe","Wall","WASG12",30,31,2268,1,1,0.238095238095238,142,323,0.694623655913978,175,172,0.694623655913978
"Shoshone","Becker","BE01.1",2,31,2166,0,1,0.619047619047619,28,76,0.730769230769231,163,76,0.695652173913043
"Shoshone","Becker","BE01.2",0,31,2188,0,1,0.904761904761905,28,76,0.730769230769231,197,76,0.695652173913043
"Shoshone","Becker","BE02.1",6,31,2241,0,1,0.571428571428571,50,141,0.738219895287958,187,146,0.738219895287958
"Shoshone","Becker","BE02.2",9,31,2248,0,1,0.571428571428571,50,141,0.738219895287958,228,146,0.738219895287958
"Toiyabe","Birch","BI01.1",4,26,1966,0,0.857142857,0.5,36,105,0.74468085106383,197,105,0.720588235294118
"Toiyabe","Birch","BI01.2",1,31,1991,0,0.857142857,0.80952380952381,36,105,0.74468085106383,229,105,0.720588235294118
"Toiyabe","Birch","BI02.1",4,27,2058,0,0.857142857,0.588235294117647,77,204,0.725978647686833,216,236,0.726153846153846
"Toiyabe","Birch","BI02.2",8,25,2105,0,0.857142857,0.533333333333333,77,204,0.725978647686833,111,236,0.726153846153846
"Toiyabe","Birch","BI03.1",1,26,2122,0,0.857142857,0.0625,77,204,0.725978647686833,252,236,0.726153846153846
"Toiyabe","Birch","BI03.2",4,31,2153,0,0.857142857,0.380952380952381,70,191,0.731800766283525,227,214,0.727891156462585
"Toiyabe","Birch","BI03.3",4,31,2158,0,0.857142857,0.761904761904762,70,191,0.731800766283525,221,202.5,0.729845961373055
"Toiyabe","Birch","BI04.1",1,31,2211,0,0.857142857,0.523809523809524,70,191,0.731800766283525,234,214,0.727891156462585
"Toiyabe","Birch","BI04.2",9,31,2231,0,0.857142857,0.428571428571429,70,191,0.731800766283525,239,214,0.727891156462585
"Toiyabe","Birch","BI04.3",4,31,2324,0,0.857142857,0.714285714285714,70,191,0.731800766283525,208,214,0.727891156462585
"Toiyabe","Birch","BI05.1",9,31,2376,0,0.857142857,0.333333333333333,70,191,0.731800766283525,243,202.5,0.729845961373055
"Toiyabe","Birch","BI05.2",12,31,2410,0,0.857142857,0.476190476190476,70,191,0.731800766283525,191,202.5,0.729845961373055
"Toiyabe","Birch","BI06.1",5,30,2484,0,0.857142857,0.55,70,191,0.731800766283525,197,202.5,0.729845961373055
"Toiyabe","Birch","BI06.2",5,31,2524,0,0.857142857,0.380952380952381,70,191,0.731800766283525,214,202.5,0.729845961373055
"Toiyabe","Birch","BI07.1",3,31,2555,0,0.714285714,0.80952380952381,59,173,0.745689655172414,237,177.5,0.729822784810127
"Toiyabe","Birch","BI07.2",1,31,2586,0,0.714285714,0.238095238095238,59,173,0.745689655172414,185,177.5,0.729822784810127
"Toiyabe","Birch","BI0B1",21,31,1900,1,0.857142857,0.0952380952380952,36,105,0.74468085106383,206,132,0.720588235294118
"Toiyabe","Birch","BI0B2",16,31,1920,1,0.857142857,0.380952380952381,36,105,0.74468085106383,205,132,0.720588235294118
"Toiyabe","Birch","BI0B3",27,31,1929,1,0.857142857,0.0476190476190476,36,105,0.74468085106383,208,132,0.720588235294118
"Toiyabe","Birch","BI0B4",11,26,1960,1,0.857142857,0.6875,36,105,0.74468085106383,227,132,0.720588235294118
"Toquima","Moores East","ME01.1",1,31,2543,0,1,0.476190476190476,43,136,0.759776536312849,198,133,0.730769230769231
"Toquima","Moores East","ME01.2",0,31,2509,0,1,0.238095238095238,43,136,0.759776536312849,205,133,0.730769230769231
"Toquima","Moores East","ME02.2",1,25,2432,0,1,0.2,43,136,0.759776536312849,193,133,0.730769230769231
"Toquima","Moores East","ME04.1",2,31,2228,0,1,0.285714285714286,36,116,0.763157894736842,208,110,0.728476821192053
"Toquima","Moores East","ME04.2",4,31,2196,0,1,0.714285714285714,36,116,0.763157894736842,222,110,0.728476821192053
"Toquima","Moores West","MW02.1",1,31,2222,0,0.714285714,0.333333333333333,32,99,0.755725190839695,224,93,0.732283464566929
"Toquima","Moores West","MW02.2",3,31,2250,0,0.714285714,0.19047619047619,32,99,0.755725190839695,209,93,0.732283464566929
"Toquima","Moores West","MW05.2",0,31,2506,0,1,0.333333333333333,43,136,0.759776536312849,221,133,0.730769230769231
"Toiyabe","San Juan","SJ01.1",11,27,2104,0,1,0.882352941176471,27,70,0.721649484536082,176,64,0.686798590403904
"Toiyabe","San Juan","SJ01.2",3,31,2117,0,1,0.571428571428571,36,94,0.723076923076923,152,89.5,0.707335014712064
"Toiyabe","San Juan","SJ01.3",4,26,2160,0,1,0.75,36,94,0.723076923076923,237,89.5,0.707335014712064
"Toiyabe","San Juan","SJ02.1",2,31,2220,0,1,0.857142857142857,36,94,0.723076923076923,236,89.5,0.707335014712064
"Toiyabe","San Juan","SJ02.2",4,26,2230,0,1,0.4375,36,94,0.723076923076923,192,89.5,0.707335014712064
"Toiyabe","San Juan","SJ02.3",12,31,2289,0,1,0.619047619047619,55,140,0.717948717948718,196,141,0.717560217560218
"Toiyabe","San Juan","SJ03.1",2,21,2338,0,1,0.380952380952381,55,140,0.717948717948718,238,141,0.717560217560218
"Toiyabe","San Juan","SJ03.2",0,21,2384,0,1,0.142857142857143,55,140,0.717948717948718,238,141,0.717560217560218
"Toiyabe","San Juan","SJ04.1",3,21,2401,0,1,0.523809523809524,55,140,0.717948717948718,194,141,0.717560217560218
"Toiyabe","San Juan","SJ04.2",10,21,2446,0,1,0.523809523809524,55,140,0.717948717948718,244,141,0.717560217560218
"Toiyabe","San Juan","SJ05.1",2,21,2504,0,1,0.476190476190476,55,140,0.717948717948718,216,141,0.717560217560218
"Toiyabe","San Juan","SJ05.2",6,21,2553,0,1,0.476190476190476,55,140,0.717948717948718,190,140,0.717171717171717
"Monitor","Allison","AL15",0,31,2325,0,1,0.666666666666667,40,122,0.753086419753086,230,133,0.733333333333333
"Monitor","Allison","AL20",2,31,2227,0,1,0.428571428571429,34,103,0.751824817518248,206,112,0.73469387755102
"Toquima","Antone","AN01.1",2,31,2403,0,1,0.761904761904762,63,174,0.734177215189873,216,176.5,0.717783052039381
"Toquima","Antone","AN01.2",8,31,2425,0,1,0.714285714285714,63,174,0.734177215189873,204,176.5,0.717783052039381
"Toquima","Antone","AN02.1",0,31,2486,0,1,0.19047619047619,63,174,0.734177215189873,202,176.5,0.717783052039381
"Toquima","Antone","AN02.2",16,31,2518,0,1,0.523809523809524,63,174,0.734177215189873,208,176.5,0.717783052039381
"Toquima","Antone","AN03.1",8,31,2604,0,1,0.571428571428571,63,174,0.734177215189873,193,176.5,0.717783052039381
"Toquima","Antone","AN04.1",3,31,2735,0,1,0.333333333333333,79,216,0.732203389830508,158,224,0.710788343416617
"Shoshone","Barrett","BA01.1",3,31,2156,0,1,0.19047619047619,41,105,0.719178082191781,210,112,0.724770642201835
"Shoshone","Barrett","BA01.2",8,31,2180,0,1,0.428571428571429,41,105,0.719178082191781,219,112,0.724770642201835
"Shoshone","Barrett","BA02.1",10,31,2263,0,1,0.523809523809524,41,105,0.719178082191781,219,112,0.724770642201835
"Shoshone","Barrett","BA02.2",0,31,2282,0,1,0.80952380952381,41,105,0.719178082191781,199,112,0.724770642201835
"Shoshone","Barrett","BA03.1",6,31,2364,0,1,0.476190476190476,58,157,0.730232558139535,209,157,0.730232558139535
"Shoshone","Barrett","BA03.2",21,31,2395,0,1,0.761904761904762,58,157,0.730232558139535,205,157,0.730232558139535
"Shoshone","Barrett","BA04.1",3,31,2455,0,1,0.285714285714286,58,157,0.730232558139535,233,157,0.730232558139535
"Shoshone","Barrett","BA04.2",2,31,2468,0,1,0.523809523809524,58,157,0.730232558139535,179,157,0.730232558139535
"Shoshone","Barrett","BA05.1",17,31,2518,0,1,0.380952380952381,58,157,0.730232558139535,196,157,0.730232558139535
"Shoshone","Barrett","BA05.2",25,31,2554,0,1,0.523809523809524,58,157,0.730232558139535,196,157,0.730232558139535
"Shoshone","Barrett","BA06.1",15,31,2640,0,1,0.19047619047619,54,142,0.724489795918367,155,142,0.726591760299625
"Shoshone","Barrett","BA06.2",20,31,2679,0,1,0.19047619047619,54,142,0.724489795918367,153,142,0.726591760299625
"Shoshone","Becker","BE01.1",14,31,2166,0,1,0,28,64,0.695652173913043,163,76,0.695652173913043
"Shoshone","Becker","BE01.2",2,31,2188,0,1,0.619047619047619,28,64,0.695652173913043,197,76,0.695652173913043
"Shoshone","Becker","BE02.1",6,31,2241,0,1,0.523809523809524,55,146,0.72636815920398,187,146,0.738219895287958
"Shoshone","Becker","BE02.2",3,31,2248,0,1,0.476190476190476,55,146,0.72636815920398,228,146,0.738219895287958
"Toiyabe","Birch","BI01.1",7,30,1966,0,0.875,0.15,38,98,0.720588235294118,197,105,0.720588235294118
"Toiyabe","Birch","BI01.2",13,31,1991,0,0.875,0.333333333333333,38,98,0.720588235294118,229,105,0.720588235294118
"Toiyabe","Birch","BI02.1",8,31,2058,0,0.875,0.238095238095238,89,236,0.726153846153846,216,236,0.726153846153846
"Toiyabe","Birch","BI02.2",9,25,2105,0,0.875,0.4,89,236,0.726153846153846,111,236,0.726153846153846
"Toiyabe","Birch","BI03.1",4,30,2122,0,0.875,0.15,89,236,0.726153846153846,252,236,0.726153846153846
"Toiyabe","Birch","BI03.2",10,31,2153,0,0.875,0.0952380952380952,80,214,0.727891156462585,227,214,0.727891156462585
"Toiyabe","Birch","BI03.3",2,31,2158,0,0.875,0.904761904761905,80,214,0.727891156462585,221,202.5,0.729845961373055
"Toiyabe","Birch","BI04.1",2,31,2211,0,0.875,0.238095238095238,80,214,0.727891156462585,234,214,0.727891156462585
"Toiyabe","Birch","BI04.2",2,31,2231,0,0.875,0.333333333333333,80,214,0.727891156462585,239,214,0.727891156462585
"Toiyabe","Birch","BI04.3",6,31,2324,0,0.875,0.761904761904762,80,214,0.727891156462585,208,214,0.727891156462585
"Toiyabe","Birch","BI05.1",9,31,2376,0,0.875,0.285714285714286,80,214,0.727891156462585,243,202.5,0.729845961373055
"Toiyabe","Birch","BI05.2",9,31,2410,0,0.875,0.142857142857143,80,214,0.727891156462585,191,202.5,0.729845961373055
"Toiyabe","Birch","BI06.1",2,31,2484,0,0.875,0.238095238095238,80,214,0.727891156462585,197,202.5,0.729845961373055
"Toiyabe","Birch","BI06.2",6,31,2524,0,0.875,0.285714285714286,80,214,0.727891156462585,214,202.5,0.729845961373055
"Toiyabe","Birch","BI07.1",3,31,2555,0,0.75,0.761904761904762,68,182,0.728,237,177.5,0.729822784810127
"Toiyabe","Birch","BI07.2",2,31,2586,0,0.75,0.238095238095238,68,182,0.728,185,177.5,0.729822784810127
"Toiyabe","Birch","BI0B1",22,31,1900,1,0.875,0.0952380952380952,38,98,0.720588235294118,206,132,0.720588235294118
"Toiyabe","Birch","BI0B2",45,52,1920,1,0.875,0.19047619047619,38,98,0.720588235294118,205,132,0.720588235294118
"Toiyabe","Birch","BI0B3",26,31,1929,1,0.875,0,38,98,0.720588235294118,208,132,0.720588235294118
"Toiyabe","Birch","BI0B4",17,31,1960,1,0.875,0.380952380952381,38,98,0.720588235294118,227,132,0.720588235294118
"Toiyabe","Birch","BISG01",31,31,1923,1,0.875,0.19047619047619,38,98,0.720588235294118,220,164,0.720588235294118
"Toiyabe","Birch","BISG02",31,31,1919,1,0.875,0.0952380952380952,38,98,0.720588235294118,234,164,0.720588235294118
"Toiyabe","Birch","BISG03",28,31,1905,1,0.875,0.0476190476190476,38,98,0.720588235294118,205,164,0.720588235294118
"Toiyabe","Birch","BISG04",14,31,1904,1,0.875,0.142857142857143,38,98,0.720588235294118,188,164,0.720588235294118
"Toiyabe","Birch","BISG05",30,31,1898,1,0.875,0.0476190476190476,38,98,0.720588235294118,215,164,0.720588235294118
"Toiyabe","Birch","BISG06",27,31,1894,1,0.875,0.0476190476190476,38,98,0.720588235294118,206,164,0.720588235294118
"Toiyabe","Birch","BISG07",21,31,1894,1,0.875,0.142857142857143,38,98,0.720588235294118,204,164,0.720588235294118
"Toiyabe","Birch","BISG08",24,31,1886,1,0.875,0.0476190476190476,38,98,0.720588235294118,206,164,0.720588235294118
"Monitor","Barley","BL01",2,31,2249,0,1,0.238095238095238,36,100,0.735294117647059,214,110,0.735294117647059
"Monitor","Barley","BL03",5,31,2225,0,1,0.238095238095238,36,100,0.735294117647059,210,110,0.735294117647059
"Monitor","Barley","BL04",5,28,2241,0,1,0.666666666666667,55,160,0.744186046511628,214,165,0.744186046511628
"Monitor","Barley","BL05",2,26,2245,0,1,0.5625,55,160,0.744186046511628,218,165,0.744186046511628
"Monitor","Barley","BL08",1,31,2275,0,1,0.666666666666667,55,160,0.744186046511628,221,165,0.744186046511628
"Monitor","Barley","BL09",3,31,2283,0,1,0.428571428571429,55,160,0.744186046511628,220,165,0.744186046511628
"Monitor","Barley","BL11",6,30,2318,0,1,0.6,55,160,0.744186046511628,205,165,0.744186046511628
"Monitor","Barley","BL12",10,31,2345,0,1,0.380952380952381,69,214,0.756183745583039,229,216,0.756183745583039
"Monitor","Barley","BL13",1,31,2359,0,1,0.714285714285714,69,214,0.756183745583039,178,216,0.756183745583039
"Monitor","Barley","BL14",1,31,2376,0,1,0.523809523809524,69,214,0.756183745583039,222,216,0.756183745583039
"Monitor","Barley","BL15",1,31,2389,0,1,0.428571428571429,69,214,0.756183745583039,246,216,0.756183745583039
"Monitor","Charnoc North","CBN02",2,31,2457,0,1,0.380952380952381,40,122,0.753086419753086,245,127.5,0.74320987654321
"Monitor","Dobbin East","DE05.3",7,31,2546,0,0.125,0.238095238095238,54,168,0.756756756756757,238,175.5,0.704235090751945
"Monitor","Dobbin East","DE06.1",6,31,2486,0,0.125,0.285714285714286,54,168,0.756756756756757,233,175.5,0.704235090751945
"Monitor","Dobbin West","DW01.2",0,31,2311,0,0.125,0.476190476190476,44,135,0.754189944134078,199,142,0.694080717488789
"Monitor","Elkhorn","EH01",18,31,2275,1,1,0.142857142857143,51,144,0.738461538461539,202,149,0.714912280701754
"Monitor","Elkhorn","EH02",18,31,2318,1,1,0.142857142857143,51,144,0.738461538461539,215,149,0.714912280701754
"Monitor","Elkhorn","EH03",19,31,2334,1,1,0.0952380952380952,51,144,0.738461538461539,180,149,0.714912280701754
"Monitor","Elkhorn","EH04",2,31,2351,1,1,0,51,144,0.738461538461539,240,149,0.714912280701754
"Monitor","Elkhorn","EHSG01",20,31,2307,1,1,0.333333333333333,51,144,0.738461538461539,207,163,0.714912280701754
"Monitor","Elkhorn","EHSG02",17,31,2302,1,1,0.333333333333333,51,144,0.738461538461539,202,163,0.714912280701754
"Monitor","Elkhorn","EHSG03",24,31,2307,1,1,0.0476190476190476,51,144,0.738461538461539,197,163,0.714912280701754
"Monitor","Elkhorn","EHSG04",14,31,2297,1,1,0.142857142857143,51,144,0.738461538461539,199,163,0.714912280701754
"Monitor","Elkhorn","EHSG05",21,31,2319,1,1,0.0476190476190476,51,144,0.738461538461539,205,163,0.714912280701754
"Monitor","Elkhorn","EHSG06",22,31,2304,1,1,0,51,144,0.738461538461539,202,163,0.714912280701754
"Monitor","Elkhorn","EHSG07",16,31,2320,1,1,0.142857142857143,51,144,0.738461538461539,213,163,0.714912280701754
"Monitor","Elkhorn","EHSG08",17,31,2305,1,1,0.0952380952380952,51,144,0.738461538461539,215,163,0.714912280701754
"Monitor","Elkhorn","EHSG09",3,31,2325,1,1,0.0476190476190476,51,144,0.738461538461539,231,163,0.714912280701754
"Monitor","Elkhorn","EHSG10",14,31,2314,1,1,0.0476190476190476,51,144,0.738461538461539,242,163,0.714912280701754
"Toiyabe","Grass Springs","GS01",13,21,2179,1,0.875,0.761904761904762,47,122,0.72189349112426,183,159.5,0.716134268276847
"Toiyabe","Grass Springs","GS02",13,21,2134,1,0.875,0.666666666666667,47,122,0.72189349112426,184,159.5,0.716134268276847
"Toiyabe","Grass Springs","GS03",26,31,2085,1,0.875,0.619047619047619,47,122,0.72189349112426,229,159.5,0.716134268276847
"Toiyabe","Grass Springs","GS04",31,31,2079,1,0.875,0.238095238095238,47,122,0.72189349112426,220,159.5,0.716134268276847
"Toiyabe","Grass Springs","GS05",30,31,2087,1,0.875,0.333333333333333,47,122,0.72189349112426,209,159.5,0.716134268276847
"Toiyabe","Grass Springs","GS06",21,21,2108,1,0.875,0.380952380952381,47,122,0.72189349112426,205,159.5,0.716134268276847
"Toiyabe","Grass Springs","GS07",18,21,2145,1,0.875,0.476190476190476,47,122,0.72189349112426,190,159.5,0.716134268276847
"Toiyabe","Grass Springs","GS08",17,21,2129,1,0.875,0.428571428571429,47,122,0.72189349112426,160,159.5,0.716134268276847
"Toiyabe","Grass Springs","GS09",18,21,2078,1,0.875,0.0952380952380952,47,122,0.72189349112426,207,159.5,0.716134268276847
"Toiyabe","Grass Springs","GS10",29,30,2062,1,0.875,0.15,47,122,0.72189349112426,206,159.5,0.716134268276847
"Toiyabe","Grass Springs","GSSG01",15,31,2089,1,0.875,0.666666666666667,47,122,0.72189349112426,207,182,0.713725490196078
"Toiyabe","Grass Springs","GSSG02",27,31,2091,1,0.875,0.285714285714286,47,122,0.72189349112426,202,182,0.713725490196078
"Toiyabe","Grass Springs","GSSG03",11,31,2090,1,0.875,0.952380952380952,47,122,0.72189349112426,199,182,0.713725490196078
"Toiyabe","Grass Springs","GSSG04",27,31,2095,1,0.875,0.238095238095238,47,122,0.72189349112426,204,182,0.713725490196078
"Toiyabe","Grass Springs","GSSG05",23,31,2097,1,0.875,0.523809523809524,47,122,0.72189349112426,201,182,0.713725490196078
"Toiyabe","Grass Springs","GSSG06",31,31,2099,1,0.875,0.19047619047619,47,122,0.72189349112426,203,182,0.713725490196078
"Toiyabe","Grass Springs","GSSG07",26,31,2099,1,0.875,0.619047619047619,47,122,0.72189349112426,201,182,0.713725490196078
"Toiyabe","Grass Springs","GSSG08",31,31,2104,1,0.875,0.238095238095238,47,122,0.72189349112426,200,182,0.713725490196078
"Toiyabe","Grass Springs","GSSG09",31,31,2112,1,0.875,0.285714285714286,47,122,0.72189349112426,187,182,0.713725490196078
"Toiyabe","Grass Springs","GSSG10",30,31,2109,1,0.875,0.476190476190476,47,122,0.72189349112426,204,182,0.713725490196078
"Toiyabe","Grass Springs","GSSG11",31,31,2117,1,0.875,0.428571428571429,47,122,0.72189349112426,186,182,0.713725490196078
