"range","area","pt","yr","brte","nsamp","mtype","elev","burn","graze","pgraze","igrassf","tburn","pgrassf","sppr","wtpr"
"Toiyabe","Stewart","SW02.2",2006,0,31,1,2795,0,0,0,NA,NA,1,143,419
"Toiyabe","Stewart","SW03.1",2006,0,24,1,2854,0,0,0,NA,NA,0.857142857142857,143,419
"Toiyabe","Stewart","SW03.2",2006,0,31,1,2897,0,0,0,NA,NA,0.666666666666667,143,419
"Toiyabe","Stewart","SW04.1",2006,0,31,1,2950,0,0,0,NA,NA,0.80952380952381,143,419
"Toiyabe","Stewart","SW05.1",2006,0,31,1,3017,0,0,0,NA,NA,0.761904761904762,143,419
"Toiyabe","Stewart","SW05.2",2006,0,31,1,3067,0,0,0,NA,NA,0.761904761904762,143,419
"Toiyabe","Stewart","SW06.1",2006,0,31,1,3162,0,0,0,NA,NA,0.952380952380952,142,414
"Toiyabe","Stewart","SW06.2",2006,0,31,1,3219,0,0,0,NA,NA,0.714285714285714,142,414
"Shoshone","Underdown","UN01.1",2006,4,24,1,2027,0,1,1,NA,NA,0.142857142857143,64,141
"Shoshone","Underdown","UN01.2",2006,0,31,1,2062,0,1,1,NA,NA,0.857142857142857,64,141
"Shoshone","Underdown","UN02.1",2006,5,31,1,2114,0,1,1,NA,NA,0.761904761904762,64,141
"Shoshone","Underdown","UN02.2",2006,11,31,1,2147,1,1,1,NA,4,0.380952380952381,85,238
"Shoshone","Underdown","UN03.1",2006,6,31,1,2207,1,1,1,NA,4,0.714285714285714,85,238
"Shoshone","Underdown","UN03.2",2006,13,31,1,2246,1,1,1,NA,1,0.714285714285714,85,238
"Shoshone","Underdown","UN04.1",2006,0,31,1,2296,0,1,1,NA,NA,0.80952380952381,85,238
"Shoshone","Underdown","UN04.2",2006,2,31,1,2365,0,1,1,NA,NA,0.714285714285714,108,349
"Shoshone","Underdown","UN05.1",2006,0,31,1,2424,0,1,1,NA,NA,0.952380952380952,108,349
"Shoshone","Underdown","UN05.2",2006,0,31,1,2506,0,1,1,NA,NA,0.904761904761905,108,349
"Shoshone","Underdown","UN06.1",2006,0,31,1,2569,0,1,1,NA,NA,1,108,349
"Shoshone","Underdown","UN06.2",2006,0,31,1,2591,0,1,1,NA,NA,0.952380952380952,108,349
"Shoshone","Underdown","UN07.1",2006,0,31,1,2634,0,1,1,NA,NA,1,108,349
"Shoshone","Underdown","UN07.2",2006,1,31,1,2657,0,1,1,NA,NA,0.857142857142857,108,349
"Shoshone","Underdown","UN0B1",2006,6,10,1,2083,1,1,1,NA,1,NA,64,141
"Shoshone","Underdown","UN0B2",2006,0,10,1,2129,1,1,1,NA,1,NA,85,238
"Shoshone","Underdown","UN0B3",2006,0,10,1,2135,1,1,1,NA,1,NA,85,238
"Shoshone","Underdown","UN0B4",2006,1,10,1,2137,1,1,1,NA,1,NA,85,238
"Shoshone","Underdown","UN0B5",2006,2,10,1,2231,1,1,1,NA,1,NA,85,238
"Shoshone","Underdown","UN0B6",2006,0,10,1,2245,1,1,1,NA,1,NA,85,238
"Shoshone","Underdown","UN0B7",2006,0,10,1,2259,1,1,1,NA,1,NA,85,238
"Toiyabe","Wall","WA01.1",2006,5,10,1,1938,0,1,1,NA,NA,NA,52,109
"Toiyabe","Wall","WA01.2",2006,0,10,1,1984,0,1,1,NA,NA,NA,76,174
"Toiyabe","Wall","WA02.1",2006,0,10,1,2037,0,1,1,NA,NA,NA,76,174
"Toiyabe","Wall","WA02.2",2006,0,10,1,2087,0,1,1,NA,NA,NA,81,185
"Toiyabe","Wall","WA03.1",2006,5,10,1,2151,1,1,1,NA,5,NA,81,185
"Toiyabe","Wall","WA03.2",2006,8,10,1,2201,1,1,1,NA,5,NA,81,185
"Toiyabe","Wall","WA04.1",2006,9,10,1,2260,0,1,1,NA,NA,NA,102,252
"Toiyabe","Wall","WA04.2",2006,10,10,1,2303,1,1,1,NA,5,NA,102,252
"Toiyabe","Wall","WA05.1",2006,10,10,1,2356,1,1,1,NA,5,NA,102,252
"Toiyabe","Wall","WA05.2",2006,10,10,1,2414,1,1,1,NA,5,NA,102,252
"Toiyabe","Wall","WA06.1",2006,7,10,1,2405,1,1,1,NA,5,NA,102,252
"Toiyabe","Wall","WA0B1",2006,10,10,1,2174,1,1,1,NA,5,NA,81,185
"Toiyabe","Wall","WA0B2",2006,10,10,1,2212,1,1,1,NA,5,NA,102,252
"Toiyabe","Wall","WA0B3",2006,10,10,1,2227,1,1,1,NA,5,NA,102,252
"Toiyabe","Wall","WA0B4",2006,10,10,1,2263,1,1,1,NA,5,NA,102,252
"Toiyabe","Wall","WA0B5",2006,9,10,1,2267,1,1,1,NA,5,NA,102,252
"Toiyabe","Wall","WA0B6",2006,10,10,1,2321,1,1,1,NA,5,NA,102,252
"Toiyabe","Wall","WA0B7",2006,10,10,1,2372,1,1,1,NA,5,NA,102,252
"Monitor","White Sage","WH08",2006,0,31,1,2320,0,1,1,NA,NA,0.80952380952381,71,179
"Monitor","White Sage","WH09",2006,0,31,1,2253,0,1,1,NA,NA,0.80952380952381,71,179
"Monitor","White Sage","WH10",2006,0,31,1,2205,0,1,1,NA,NA,0.761904761904762,64,156
"Monitor","White Sage","WH11",2006,0,31,1,2177,0,1,1,NA,NA,0.476190476190476,64,156
"Monitor","White Sage","WH12",2006,0,31,1,2163,0,1,1,NA,NA,0.571428571428571,64,156
"Monitor","White Sage","WH13",2006,0,31,1,2117,0,1,1,NA,NA,0.619047619047619,59,142
"Monitor","Wallace","WL01",2006,15,24,1,2134,0,1,1,NA,NA,0.857142857142857,61,153
"Monitor","Wallace","WL02",2006,1,24,1,2155,0,1,1,NA,NA,0.5,61,153
"Monitor","Wallace","WL03",2006,0,31,1,2164,0,1,1,NA,NA,0.523809523809524,61,153
"Monitor","Wallace","WL04",2006,3,31,1,2204,0,1,1,NA,NA,0.333333333333333,74,197
"Monitor","Wallace","WL05",2006,1,24,1,2313,0,1,1,NA,NA,0.642857142857143,74,197
"Monitor","Wallace","WL06",2006,0,31,1,2327,0,1,1,NA,NA,0.523809523809524,74,197
"Monitor","Wallace","WL07",2006,2,31,1,2347,0,1,1,NA,NA,0.571428571428571,74,197
"Monitor","Wallace","WL08",2006,3,31,1,2364,0,1,1,NA,NA,0.714285714285714,74,197
"Monitor","Wallace","WL09",2006,3,31,1,2423,0,1,1,NA,NA,0.523809523809524,82,224
"Monitor","Wallace","WL10",2006,0,31,1,2367,0,1,1,NA,NA,0.285714285714286,68,177
"Monitor","Wallace","WL11",2006,0,31,1,2279,0,1,1,NA,NA,0.666666666666667,70,180
"Monitor","Wallace","WL12",2006,0,31,1,2284,0,1,1,NA,NA,0.619047619047619,70,180
"Monitor","Wallace","WL13",2006,0,31,1,2272,0,1,1,NA,NA,0.904761904761905,70,180
"Toiyabe","Washington","WS01.1",2006,5,10,1,2133,0,1,1,NA,NA,NA,67,150
"Toiyabe","Washington","WS01.2",2006,4,10,1,2188,0,1,1,NA,NA,NA,93,243
"Toiyabe","Washington","WS01.3",2006,2,10,1,2212,0,1,1,NA,NA,NA,93,243
"Toiyabe","Washington","WS02.1",2006,4,10,1,2252,0,1,1,NA,NA,NA,93,243
"Toiyabe","Washington","WS02.2",2006,5,10,1,2269,0,1,1,NA,NA,NA,93,243
"Toiyabe","Washington","WS02.3",2006,4,10,1,2295,0,1,1,NA,NA,NA,93,243
"Toiyabe","Washington","WS03.1",2006,8,10,1,2332,0,1,1,NA,NA,NA,93,243
"Toiyabe","Washington","WS03.2",2006,3,10,1,2352,0,1,1,NA,NA,NA,93,243
"Toiyabe","Washington","WS03.3",2006,0,31,1,2395,0,1,1,NA,NA,0.523809523809524,133,389
"Toiyabe","Washington","WS04.1",2006,2,24,1,2443,0,1,1,NA,NA,0.285714285714286,133,389
"Toiyabe","Washington","WS04.2",2006,13,24,1,2485,0,1,1,NA,NA,0.214285714285714,133,389
"Toiyabe","Washington","WS04.3",2006,0,31,1,2503,0,1,1,NA,NA,0.523809523809524,133,389
"Toiyabe","Washington","WS05.1",2006,11,31,1,2539,0,1,1,NA,NA,0.714285714285714,133,389
"Toiyabe","Washington","WS05.2",2006,1,24,1,2570,0,1,1,NA,NA,0.714285714285714,133,389
"Toiyabe","Washington","WS05.3",2006,0,31,1,2585,0,1,1,NA,NA,0.904761904761905,133,389
"Monitor","Dobbin East","DE05.1",2007,0,21,1,2640,0,0,0,NA,NA,0.904761904761905,96,224
"Monitor","Dobbin East","DE05.2",2007,0,21,1,2614,0,0,0,NA,NA,0.333333333333333,84,183
"Monitor","Dobbin East","DE05.3",2007,0,21,1,2546,0,0,0,NA,NA,0.238095238095238,84,183
"Monitor","Dobbin East","DE06.1",2007,3,21,1,2486,0,0,0,NA,NA,0.476190476190476,84,183
"Monitor","Dobbin East","DE06.2",2007,0,21,1,2437,0,0,0,NA,NA,0.714285714285714,84,183
"Monitor","Dobbin East","DE06.3",2007,0,14,1,2375,0,0,0,NA,NA,0.142857142857143,84,183
"Monitor","Dobbin East","DE07.1",2007,0,21,1,2334,0,0,0,NA,NA,0,84,183
"Monitor","Dobbin East","DE07.2",2007,0,21,1,2279,0,0,0,NA,NA,0.0476190476190476,84,183
"Monitor","Dobbin East","DE07.3",2007,0,21,1,2283,0,0,0,NA,NA,0,84,183
"Monitor","Dobbin West","DW01.1",2007,0,21,1,2258,0,0,0,NA,NA,0.619047619047619,52,98
"Monitor","Dobbin West","DW01.2",2007,1,21,1,2311,0,0,0,NA,NA,0.619047619047619,74,149
"Monitor","Dobbin West","DW02.1",2007,0,21,1,2356,0,0,0,NA,NA,0.428571428571429,74,149
"Monitor","Dobbin West","DW02.2",2007,0,21,1,2394,0,0,0,NA,NA,0.333333333333333,74,149
"Monitor","Dobbin West","DW03.1",2007,0,21,1,2416,0,0,0,NA,NA,0.666666666666667,74,149
"Monitor","Dobbin West","DW03.2",2007,0,21,1,2438,0,0,0,NA,NA,0.238095238095238,74,149
"Monitor","Dobbin West","DW03.3",2007,0,21,1,2480,0,0,0,NA,NA,0.714285714285714,96,224
"Monitor","Dobbin West","DW04.1",2007,0,21,1,2568,0,0,0,NA,NA,0.714285714285714,96,224
"Monitor","Dobbin West","DW04.2",2007,0,21,1,2611,0,0,0,NA,NA,0.476190476190476,96,224
"Toiyabe","Birch","BI0B1",2008,13,31,1,1900,1,1,1,NA,1,0.476190476190476,46,132
"Toiyabe","Birch","BI0B2",2008,10,31,1,1920,1,1,1,NA,1,0.714285714285714,46,132
"Toiyabe","Birch","BI0B3",2008,18,31,1,1929,1,1,1,NA,1,0.523809523809524,46,132
"Toiyabe","Birch","BI0B4",2008,17,31,1,1960,1,1,1,NA,1,0.428571428571429,46,132
"Monitor","Barley","BL01",2008,0,31,1,2249,0,1,1,NA,NA,0.523809523809524,34,124
"Monitor","Barley","BL02",2008,0,31,1,2240,0,1,1,NA,NA,0.476190476190476,34,124
"Monitor","Barley","BL03",2008,0,31,1,2225,0,1,1,NA,NA,0.285714285714286,34,124
"Monitor","Barley","BL04",2008,0,28,1,2241,0,1,1,NA,NA,0.5,48,191
"Monitor","Barley","BL05",2008,0,31,1,2245,0,1,1,NA,NA,0.285714285714286,48,191
"Monitor","Barley","BL06",2008,0,31,1,2256,0,1,1,NA,NA,0.238095238095238,48,191
"Monitor","Barley","BL07",2008,0,31,1,2258,0,1,1,NA,NA,0.238095238095238,48,191
"Monitor","Barley","BL08",2008,0,31,1,2275,0,1,1,NA,NA,0.761904761904762,48,191
"Monitor","Barley","BL09",2008,1,31,1,2283,0,1,1,NA,NA,0.428571428571429,48,191
"Monitor","Barley","BL10",2008,0,31,1,2309,0,1,1,NA,NA,0.142857142857143,48,191
"Monitor","Barley","BL11",2008,0,31,1,2318,0,1,1,NA,NA,0.476190476190476,48,191
"Monitor","Barley","BL12",2008,3,31,1,2345,0,1,1,NA,NA,0.380952380952381,60,254
"Monitor","Barley","BL13",2008,0,31,1,2359,0,1,1,NA,NA,0.523809523809524,60,254
"Monitor","Barley","BL14",2008,0,31,1,2376,0,1,1,NA,NA,0.333333333333333,60,254
"Monitor","Barley","BL15",2008,0,31,1,2389,0,1,1,NA,NA,0.523809523809524,60,254
"Monitor","Barley","BL16",2008,0,31,1,2398,0,1,1,NA,NA,0.476190476190476,60,254
"Toiyabe","Grass Springs","GS01",2008,15,31,1,2179,1,1,0.666666667,0.571428571428571,2,0.285714285714286,54,160
"Toiyabe","Grass Springs","GS02",2008,0,31,1,2134,1,1,0.666666667,0.571428571428571,2,0.80952380952381,54,160
"Toiyabe","Grass Springs","GS03",2008,0,31,1,2085,1,1,0.666666667,0.0952380952380952,2,0.19047619047619,54,160
"Toiyabe","Grass Springs","GS04",2008,2,31,1,2079,1,1,0.666666667,0,2,0.19047619047619,54,160
"Toiyabe","Grass Springs","GS05",2008,7,31,1,2087,1,1,0.666666667,0.761904761904762,2,0.476190476190476,54,160
"Toiyabe","Grass Springs","GS06",2008,9,31,1,2108,1,1,0.666666667,0.571428571428571,2,0.571428571428571,54,160
"Toiyabe","Grass Springs","GS07",2008,24,31,1,2145,1,1,0.666666667,0.523809523809524,2,0.238095238095238,54,160
"Toiyabe","Grass Springs","GS08",2008,18,31,1,2129,1,1,0.666666667,0.761904761904762,2,0.428571428571429,54,160
"Toiyabe","Grass Springs","GS09",2008,24,31,1,2078,1,1,0.666666667,0.285714285714286,2,0.0476190476190476,54,160
"Toiyabe","Grass Springs","GS10",2008,5,31,1,2062,1,1,0.666666667,0.285714285714286,2,0.333333333333333,54,160
"Shoshone","Underdown","UN0B1",2008,16,31,1,2083,1,1,1,0.952380952380952,3,0.571428571428571,40,104
"Shoshone","Underdown","UN0B2",2008,8,31,1,2129,1,1,1,0.714285714285714,3,0.761904761904762,57,175
"Shoshone","Underdown","UN0B3",2008,15,31,1,2135,1,1,1,0.19047619047619,3,0.285714285714286,57,175
"Shoshone","Underdown","UN0B4",2008,18,31,1,2137,1,1,1,0.0476190476190476,3,0.428571428571429,57,175
"Shoshone","Underdown","UN0B5",2008,14,31,1,2231,1,1,1,0.857142857142857,3,0.80952380952381,57,175
"Shoshone","Underdown","UN0B6",2008,2,31,1,2245,1,1,1,0.238095238095238,3,0.80952380952381,57,175
"Shoshone","Underdown","UN0B7",2008,1,31,1,2259,1,1,1,0.523809523809524,3,0.714285714285714,57,175
"Toiyabe","Wall","WA0B1",2008,27,31,1,2174,1,1,1,NA,7,0,47,133
"Toiyabe","Wall","WA0B2",2008,30,31,1,2212,1,1,1,NA,7,0.19047619047619,64,183
"Toiyabe","Wall","WA0B3",2008,27,31,1,2227,1,1,1,NA,7,0,64,183
"Toiyabe","Wall","WA0B4",2008,25,30,1,2263,1,1,1,NA,7,0.238095238095238,64,183
"Toiyabe","Wall","WA0B5",2008,24,31,1,2267,1,1,1,NA,7,0.0476190476190476,64,183
"Toiyabe","Wall","WA0B6",2008,25,31,1,2321,1,1,1,NA,7,0.142857142857143,64,183
"Toiyabe","Wall","WA0B7",2008,27,31,1,2372,1,1,1,NA,7,0,64,183
"Toiyabe","Birch","BI0B1",2009,27,31,1,1900,1,0,0.75,NA,2,0.428571428571429,127,132
"Toiyabe","Birch","BI0B2",2009,22,31,1,1920,1,0,0.75,NA,2,0.80952380952381,127,132
"Toiyabe","Birch","BI0B3",2009,26,31,1,1929,1,0,0.75,NA,2,0.285714285714286,127,132
"Toiyabe","Birch","BI0B4",2009,11,23,1,1960,1,0,0.75,NA,2,0.384615384615385,127,132
"Toiyabe","Grass Springs","GS01",2009,20,31,1,2179,1,1,0.75,0.571428571428571,3,0.428571428571429,138,159
"Toiyabe","Grass Springs","GS02",2009,8,31,1,2134,1,1,0.75,0.571428571428571,3,0.619047619047619,138,159
"Toiyabe","Grass Springs","GS03",2009,1,31,1,2085,1,1,0.75,0.0952380952380952,3,0.333333333333333,138,159
"Toiyabe","Grass Springs","GS04",2009,5,31,1,2079,1,1,0.75,0,3,0.19047619047619,138,159
"Toiyabe","Grass Springs","GS05",2009,13,31,1,2087,1,1,0.75,0.761904761904762,3,0.476190476190476,138,159
"Toiyabe","Grass Springs","GS06",2009,18,31,1,2108,1,1,0.75,0.571428571428571,3,0.476190476190476,138,159
"Toiyabe","Grass Springs","GS07",2009,28,31,1,2145,1,1,0.75,0.523809523809524,3,0.0952380952380952,138,159
"Toiyabe","Grass Springs","GS08",2009,22,31,1,2129,1,1,0.75,0.761904761904762,3,0.476190476190476,138,159
"Toiyabe","Grass Springs","GS09",2009,30,31,1,2078,1,1,0.75,0.285714285714286,3,0.0952380952380952,138,159
"Toiyabe","Grass Springs","GS10",2009,11,31,1,2062,1,1,0.75,0.285714285714286,3,0.476190476190476,138,159
"Shoshone","Underdown","UN02.2",2009,16,31,1,2147,1,1,1,NA,7,0.666666666666667,162,175
"Shoshone","Underdown","UN03.1",2009,16,31,1,2207,1,1,1,NA,7,0.666666666666667,162,175
"Shoshone","Underdown","UN03.2",2009,18,31,1,2246,1,1,1,NA,4,0.571428571428571,162,175
"Shoshone","Underdown","UN0B1",2009,18,31,1,2083,1,1,1,0.952380952380952,4,0.285714285714286,103,97
"Shoshone","Underdown","UN0B2",2009,17,31,1,2129,1,1,1,0.714285714285714,4,0.19047619047619,162,175
"Shoshone","Underdown","UN0B3",2009,22,31,1,2135,1,1,1,0.19047619047619,4,0.285714285714286,162,175
"Shoshone","Underdown","UN0B4",2009,23,31,1,2137,1,1,1,0.0476190476190476,4,0.428571428571429,162,175
"Shoshone","Underdown","UN0B5",2009,23,31,1,2231,1,1,1,0.857142857142857,4,0.714285714285714,162,175
"Shoshone","Underdown","UN0B6",2009,1,31,1,2245,1,1,1,0.238095238095238,4,0.761904761904762,162,175
"Shoshone","Underdown","UN0B7",2009,3,31,1,2259,1,1,1,0.523809523809524,4,0.523809523809524,162,175
"Toiyabe","Wall","WA03.2",2009,24,31,1,2201,1,1,1,NA,8,0.714285714285714,135,138
"Toiyabe","Wall","WA04.1",2009,21,31,1,2260,0,1,1,NA,NA,0.0952380952380952,183,190
"Toiyabe","Wall","WA04.2",2009,17,31,1,2303,1,1,1,NA,8,0.523809523809524,183,190
"Toiyabe","Wall","WA05.1",2009,29,31,1,2356,1,1,1,NA,8,0.523809523809524,183,190
"Toiyabe","Wall","WA05.2",2009,22,31,1,2414,1,1,1,NA,8,0.428571428571429,183,190
"Toiyabe","Wall","WA06.1",2009,25,31,1,2405,1,1,1,NA,8,0.238095238095238,183,190
"Toiyabe","Wall","WA0B1",2009,29,31,1,2174,1,1,1,NA,8,0.0476190476190476,135,138
"Toiyabe","Wall","WA0B2",2009,29,31,1,2212,1,1,1,NA,8,0.0952380952380952,183,190
"Toiyabe","Wall","WA0B3",2009,26,31,1,2227,1,1,1,NA,8,0.0476190476190476,183,190
"Toiyabe","Wall","WA0B4",2009,21,31,1,2263,1,1,1,NA,8,0.0476190476190476,183,190
"Toiyabe","Wall","WA0B5",2009,28,31,1,2267,1,1,1,NA,8,0.428571428571429,183,190
"Toiyabe","Wall","WA0B6",2009,22,31,1,2321,1,1,1,NA,8,0,183,190
"Toiyabe","Wall","WA0B7",2009,28,31,1,2372,1,1,1,NA,8,0.19047619047619,183,190
"Toiyabe","Birch","BI0B1",2011,30,31,1,1900,1,1,0.833333333,NA,4,0.571428571428571,94,235
"Toiyabe","Birch","BI0B2",2011,29,31,1,1920,1,1,0.833333333,NA,4,0.523809523809524,94,235
"Toiyabe","Birch","BI0B3",2011,29,31,1,1929,1,1,0.833333333,NA,4,0.714285714285714,94,235
"Toiyabe","Birch","BI0B4",2011,17,31,1,1960,1,1,0.833333333,NA,4,0.571428571428571,94,235
"Toiyabe","Birch","BISG01",2011,20,31,1,1923,1,1,0.833333333,NA,4,0.619047619047619,94,235
"Toiyabe","Birch","BISG02",2011,20,31,1,1919,1,1,0.833333333,NA,4,0.476190476190476,94,235
"Toiyabe","Birch","BISG03",2011,18,31,1,1905,1,1,0.833333333,NA,4,0.714285714285714,94,235
"Toiyabe","Birch","BISG04",2011,13,22,1,1904,1,1,0.833333333,NA,4,0.8125,94,235
"Toiyabe","Birch","BISG05",2011,21,31,1,1898,1,1,0.833333333,NA,4,0.80952380952381,94,235
"Toiyabe","Birch","BISG06",2011,20,31,1,1894,1,1,0.833333333,NA,4,0.714285714285714,94,235
"Toiyabe","Birch","BISG07",2011,20,31,1,1894,1,1,0.833333333,NA,4,0.523809523809524,94,235
"Toiyabe","Birch","BISG08",2011,21,31,1,1886,1,1,0.833333333,NA,4,0.238095238095238,94,235
"Monitor","Charnoc North","CBNSG01",2011,0,31,1,2446,0,1,1,NA,NA,0.904761904761905,112,256
"Monitor","Charnoc North","CBNSG02",2011,0,31,1,2446,0,1,1,NA,NA,0.619047619047619,112,256
"Monitor","Charnoc North","CBNSG03",2011,0,31,1,2446,0,1,1,NA,NA,0.952380952380952,112,256
"Monitor","Charnoc North","CBNSG04",2011,0,31,1,2446,0,1,1,NA,NA,0.857142857142857,112,256
"Monitor","Charnoc North","CBNSG05",2011,0,10,1,2446,0,1,1,NA,NA,NA,112,256
"Monitor","Charnoc North","CBNSG06",2011,0,31,1,2446,0,1,1,NA,NA,0.666666666666667,112,256
"Monitor","Charnoc North","CBNSG07",2011,0,31,1,2445,0,1,1,NA,NA,0.952380952380952,112,256
"Monitor","Charnoc North","CBNSG08",2011,0,10,1,2446,0,1,1,NA,NA,NA,112,256
"Monitor","Charnoc North","CBNSG09",2011,0,31,1,2446,0,1,1,NA,NA,0.904761904761905,112,256
"Monitor","Charnoc North","CBNSG10",2011,0,31,1,2446,0,1,1,NA,NA,0.857142857142857,112,256
"Monitor","Charnoc North","CBNSG11",2011,0,31,1,2445,0,1,1,NA,NA,0.904761904761905,112,256
"Monitor","Charnoc North","CBNSG12",2011,0,31,1,2445,0,1,1,NA,NA,0.857142857142857,112,256
"Monitor","Charnoc North","CBNSG13",2011,0,31,1,2446,0,1,1,NA,NA,0.904761904761905,112,256
"Monitor","Charnoc North","CBNSG14",2011,0,31,1,2446,0,1,1,NA,NA,0.952380952380952,112,256
"Monitor","Charnoc North","CBNSG15",2011,0,31,1,2446,0,1,1,NA,NA,0.904761904761905,112,256
"Monitor","Charnoc North","CBNSG16",2011,0,31,1,2447,0,1,1,NA,NA,0.857142857142857,112,256
"Monitor","Charnoc South","CBSSG01",2011,0,31,1,2414,0,1,1,NA,NA,0.714285714285714,109,252
"Monitor","Charnoc South","CBSSG02",2011,0,31,1,2414,0,1,1,NA,NA,0.857142857142857,109,252
"Monitor","Charnoc South","CBSSG03",2011,0,31,1,2414,0,1,1,NA,NA,0.904761904761905,109,252
"Monitor","Charnoc South","CBSSG04",2011,0,31,1,2414,0,1,1,NA,NA,0.80952380952381,109,252
"Monitor","Charnoc South","CBSSG05",2011,0,31,1,2386,0,1,1,NA,NA,0.904761904761905,109,252
"Monitor","Charnoc South","CBSSG06",2011,0,31,1,2388,0,1,1,NA,NA,0.80952380952381,109,252
"Monitor","Charnoc South","CBSSG07",2011,0,31,1,2391,0,1,1,NA,NA,0.904761904761905,109,252
"Monitor","Charnoc South","CBSSG08",2011,0,31,1,2392,0,1,1,NA,NA,0.80952380952381,109,252
"Monitor","Charnoc South","CBSSG09",2011,0,31,1,2393,0,1,1,NA,NA,0.952380952380952,109,252
"Monitor","Charnoc South","CBSSG10",2011,0,31,1,2393,0,1,1,NA,NA,0.476190476190476,109,252
"Monitor","Charnoc South","CBSSG11",2011,0,31,1,2394,0,1,1,NA,NA,0.952380952380952,109,252
"Monitor","Charnoc South","CBSSG12",2011,0,31,1,2395,0,1,1,NA,NA,0.761904761904762,109,252
"Monitor","Charnoc South","CBSSG13",2011,0,31,1,2396,0,1,1,NA,NA,0.761904761904762,109,252
"Monitor","Charnoc South","CBSSG14",2011,0,31,1,2396,0,1,1,NA,NA,0.80952380952381,109,252
"Monitor","Charnoc South","CBSSG15",2011,0,31,1,2397,0,1,1,NA,NA,0.476190476190476,109,252
"Monitor","Charnoc South","CBSSG16",2011,0,31,1,2397,0,1,1,NA,NA,0.904761904761905,109,252
"Monitor","Elkhorn","EH01",2011,0,31,1,2275,1,1,1,NA,2,0.0476190476190476,138,315
"Monitor","Elkhorn","EH02",2011,0,31,1,2318,1,1,1,NA,2,0.238095238095238,138,315
"Monitor","Elkhorn","EH03",2011,3,31,1,2334,1,1,1,NA,2,0,138,315
"Monitor","Elkhorn","EH04",2011,2,31,1,2351,1,1,1,NA,2,0,138,315
"Monitor","Elkhorn","EHSG01",2011,0,31,1,2307,1,1,1,NA,2,0.0952380952380952,138,315
"Monitor","Elkhorn","EHSG02",2011,0,31,1,2302,1,1,1,NA,2,0.904761904761905,138,315
"Monitor","Elkhorn","EHSG03",2011,3,31,1,2307,1,1,1,NA,2,0.0476190476190476,138,315
"Monitor","Elkhorn","EHSG04",2011,0,31,1,2297,1,1,1,NA,2,0.142857142857143,138,315
"Monitor","Elkhorn","EHSG05",2011,0,31,1,2319,1,1,1,NA,2,0,138,315
"Monitor","Elkhorn","EHSG06",2011,1,31,1,2304,1,1,1,NA,2,0.0476190476190476,138,315
"Monitor","Elkhorn","EHSG07",2011,0,30,1,2320,1,1,1,NA,2,0,138,315
"Monitor","Elkhorn","EHSG08",2011,1,31,1,2305,1,1,1,NA,2,0,138,315
"Monitor","Elkhorn","EHSG09",2011,0,31,1,2325,1,1,1,NA,2,0,138,315
"Monitor","Elkhorn","EHSG10",2011,0,31,1,2314,1,1,1,NA,2,0,138,315
"Toiyabe","Grass Springs","GS01",2011,31,31,1,2179,1,1,0.833333333,0.571428571428571,5,0.428571428571429,118,262
"Toiyabe","Grass Springs","GS02",2011,20,31,1,2134,1,1,0.833333333,0.571428571428571,5,0.80952380952381,118,262
"Toiyabe","Grass Springs","GS03",2011,27,31,1,2085,1,1,0.833333333,0.0952380952380952,5,0.380952380952381,118,262
"Toiyabe","Grass Springs","GS04",2011,29,31,1,2079,1,1,0.833333333,0,5,0.333333333333333,118,262
"Toiyabe","Grass Springs","GS05",2011,31,31,1,2087,1,1,0.833333333,0.761904761904762,5,0.666666666666667,118,262
"Toiyabe","Grass Springs","GS06",2011,31,31,1,2108,1,1,0.833333333,0.571428571428571,5,0.380952380952381,118,262
"Toiyabe","Grass Springs","GS07",2011,29,31,1,2145,1,1,0.833333333,0.523809523809524,5,0.142857142857143,118,262
"Toiyabe","Grass Springs","GS08",2011,27,31,1,2129,1,1,0.833333333,0.761904761904762,5,0.476190476190476,118,262
"Toiyabe","Grass Springs","GS09",2011,30,31,1,2078,1,1,0.833333333,0.285714285714286,5,0.238095238095238,118,262
"Toiyabe","Grass Springs","GS10",2011,28,31,1,2062,1,1,0.833333333,0.285714285714286,5,0.523809523809524,118,262
"Toiyabe","Grass Springs","GSSG01",2011,17,31,1,2089,1,1,0.833333333,NA,5,0.80952380952381,118,262
"Toiyabe","Grass Springs","GSSG02",2011,31,31,1,2091,1,1,0.833333333,NA,5,0.714285714285714,118,262
"Toiyabe","Grass Springs","GSSG03",2011,14,31,1,2090,1,1,0.833333333,NA,5,0.857142857142857,118,262
"Toiyabe","Grass Springs","GSSG04",2011,28,31,1,2095,1,1,0.833333333,NA,5,0.904761904761905,118,262
"Toiyabe","Grass Springs","GSSG05",2011,22,31,1,2097,1,1,0.833333333,NA,5,0.952380952380952,118,262
"Toiyabe","Grass Springs","GSSG06",2011,27,31,1,2099,1,1,0.833333333,NA,5,0.476190476190476,118,262
"Toiyabe","Grass Springs","GSSG07",2011,30,31,1,2099,1,1,0.833333333,NA,5,0.666666666666667,118,262
"Toiyabe","Grass Springs","GSSG08",2011,31,31,1,2104,1,1,0.833333333,NA,5,0.333333333333333,118,262
"Toiyabe","Grass Springs","GSSG09",2011,30,31,1,2112,1,1,0.833333333,NA,5,0.523809523809524,118,262
