"range","area","pt","yr","brte","nsamp","mtype","elev","burn","graze","pgraze","igrassf","tburn","pgrassf","sppr","wtpr"
"Toiyabe","Grass Springs","GSSG10",2011,27,31,1,2109,1,1,0.833333333,NA,5,0.571428571428571,118,262
"Toiyabe","Grass Springs","GSSG11",2011,31,31,1,2117,1,1,0.833333333,NA,5,0.238095238095238,118,262
"Toiyabe","Grass Springs","GSSG12",2011,30,31,1,2110,1,1,0.833333333,NA,5,0.19047619047619,118,262
"Shoshone","Underdown","UN02.2",2011,27,31,1,2147,1,1,1,NA,9,0.904761904761905,104,303
"Shoshone","Underdown","UN03.1",2011,28,31,1,2207,1,1,1,NA,9,0.619047619047619,104,303
"Shoshone","Underdown","UN03.2",2011,23,31,1,2246,1,1,1,NA,6,0.523809523809524,104,303
"Shoshone","Underdown","UN0B1",2011,31,31,1,2083,1,1,1,0.952380952380952,6,0.952380952380952,60,190
"Shoshone","Underdown","UN0B2",2011,30,31,1,2129,1,1,1,0.714285714285714,6,0.80952380952381,104,303
"Shoshone","Underdown","UN0B3",2011,30,31,1,2135,1,1,1,0.19047619047619,6,0.523809523809524,104,303
"Shoshone","Underdown","UN0B4",2011,31,31,1,2137,1,1,1,0.0476190476190476,6,0.285714285714286,104,303
"Shoshone","Underdown","UN0B5",2011,28,31,1,2231,1,1,1,0.857142857142857,6,0.285714285714286,104,303
"Shoshone","Underdown","UN0B6",2011,29,31,1,2245,1,1,1,0.238095238095238,6,0.666666666666667,104,303
"Shoshone","Underdown","UN0B7",2011,27,31,1,2259,1,1,1,0.523809523809524,6,0.523809523809524,104,303
"Toiyabe","Wall","WA03.1",2011,17,31,1,2151,1,1,1,NA,10,0.380952380952381,101,243
"Toiyabe","Wall","WA03.2",2011,29,31,1,2201,1,1,1,NA,10,0.285714285714286,101,243
"Toiyabe","Wall","WA04.2",2011,31,31,1,2303,1,1,1,NA,10,0.142857142857143,142,323
"Toiyabe","Wall","WA05.1",2011,29,31,1,2356,1,1,1,NA,10,0.333333333333333,142,323
"Toiyabe","Wall","WA05.2",2011,29,31,1,2414,1,1,1,NA,10,0.19047619047619,142,323
"Toiyabe","Wall","WA06.1",2011,22,31,1,2405,1,1,1,NA,10,0.0952380952380952,142,323
"Toiyabe","Wall","WA0B1",2011,31,31,1,2174,1,1,1,NA,10,0.0952380952380952,101,243
"Toiyabe","Wall","WA0B2",2011,28,31,1,2212,1,1,1,NA,10,0.19047619047619,142,323
"Toiyabe","Wall","WA0B3",2011,28,31,1,2227,1,1,1,NA,10,0.0476190476190476,142,323
"Toiyabe","Wall","WA0B4",2011,27,31,1,2263,1,1,1,NA,10,0.238095238095238,142,323
"Toiyabe","Wall","WA0B5",2011,26,31,1,2267,1,1,1,NA,10,0.0952380952380952,142,323
"Toiyabe","Wall","WA0B6",2011,27,31,1,2321,1,1,1,NA,10,0.0952380952380952,142,323
"Toiyabe","Wall","WA0B7",2011,22,31,1,2372,1,1,1,NA,10,0.142857142857143,142,323
"Toiyabe","Wall","WASG01",2011,29,31,1,2191,1,1,1,NA,10,0.285714285714286,101,243
"Toiyabe","Wall","WASG02",2011,31,31,1,2203,1,1,1,NA,10,0.333333333333333,101,243
"Toiyabe","Wall","WASG03",2011,29,31,1,2192,1,1,1,NA,10,0.428571428571429,101,243
"Toiyabe","Wall","WASG04",2011,28,31,1,2198,1,1,1,NA,10,0.285714285714286,101,243
"Toiyabe","Wall","WASG05",2011,30,31,1,2207,1,1,1,NA,10,0.285714285714286,101,243
"Toiyabe","Wall","WASG06",2011,30,31,1,2206,1,1,1,NA,10,0.238095238095238,101,243
"Toiyabe","Wall","WASG07",2011,31,31,1,2208,1,1,1,NA,10,0.0476190476190476,101,243
"Toiyabe","Wall","WASG08",2011,30,31,1,2214,1,1,1,NA,10,0.380952380952381,101,243
"Toiyabe","Wall","WASG09",2011,31,31,1,2243,1,1,1,NA,10,0.142857142857143,142,323
"Toiyabe","Wall","WASG10",2011,30,31,1,2265,1,1,1,NA,10,0.238095238095238,142,323
"Toiyabe","Wall","WASG11",2011,29,31,1,2254,1,1,1,NA,10,0.333333333333333,142,323
"Toiyabe","Wall","WASG12",2011,30,31,1,2268,1,1,1,NA,10,0.238095238095238,142,323
"Monitor","Allison","AL14",2012,0,10,1,2285,0,1,1,NA,NA,NA,31,117
"Monitor","Allison","AL15",2012,0,10,1,2325,0,1,1,NA,NA,NA,36,133
"Monitor","Allison","AL16",2012,0,10,1,2394,0,1,1,NA,NA,NA,36,133
"Monitor","Allison","AL17",2012,0,10,1,2487,0,1,1,NA,NA,NA,36,133
"Monitor","Allison","AL18",2012,0,10,1,2397,0,1,1,NA,NA,NA,36,133
"Monitor","Allison","AL19",2012,0,10,1,2280,0,1,1,NA,NA,NA,30,112
"Monitor","Allison","AL20",2012,1,10,1,2227,0,1,1,NA,NA,NA,30,112
"Monitor","Allison","AL21",2012,0,10,1,2209,0,1,1,NA,NA,NA,30,112
"Monitor","Allison","AL22",2012,0,10,1,2179,0,1,1,NA,NA,NA,30,112
"Toquima","Antone","AN01.1",2012,0,10,1,2403,0,1,1,NA,NA,NA,49,178
"Toquima","Antone","AN01.2",2012,0,10,1,2425,0,1,1,NA,NA,NA,49,178
"Toquima","Antone","AN01.3",2012,0,10,1,2450,0,1,1,NA,NA,NA,49,178
"Toquima","Antone","AN02.1",2012,0,10,1,2486,0,1,1,NA,NA,NA,49,178
"Toquima","Antone","AN02.2",2012,10,10,1,2518,0,1,1,NA,NA,NA,49,178
"Toquima","Antone","AN03.1",2012,10,10,1,2604,0,1,1,NA,NA,NA,49,178
"Toquima","Antone","AN03.2",2012,0,10,1,2658,0,1,1,NA,NA,NA,64,232
"Toquima","Antone","AN04.1",2012,0,10,1,2735,0,1,1,NA,NA,NA,64,232
"Shoshone","Barrett","BA01.1",2012,5,10,1,2156,0,1,1,NA,NA,NA,40,112
"Shoshone","Barrett","BA01.2",2012,8,10,1,2180,0,1,1,NA,NA,NA,40,112
"Shoshone","Barrett","BA02.1",2012,10,10,1,2263,0,1,1,NA,NA,NA,40,112
"Shoshone","Barrett","BA02.2",2012,5,10,1,2282,0,1,1,NA,NA,NA,40,112
"Shoshone","Barrett","BA03.1",2012,2,10,1,2364,0,1,1,NA,NA,NA,57,156
"Shoshone","Barrett","BA03.2",2012,10,10,1,2395,0,1,1,NA,NA,NA,57,156
"Shoshone","Barrett","BA04.1",2012,7,10,1,2455,0,1,1,NA,NA,NA,57,156
"Shoshone","Barrett","BA04.2",2012,1,10,1,2468,0,1,1,NA,NA,NA,57,156
"Shoshone","Barrett","BA05.1",2012,10,10,1,2518,0,1,1,NA,NA,NA,57,156
"Shoshone","Barrett","BA05.2",2012,7,10,1,2554,0,1,1,NA,NA,NA,57,156
"Shoshone","Barrett","BA06.1",2012,8,10,1,2640,0,1,1,NA,NA,NA,51,141
"Shoshone","Barrett","BA06.2",2012,7,10,1,2679,0,1,1,NA,NA,NA,51,141
"Shoshone","Becker","BE01.1",2012,2,31,1,2166,0,1,1,NA,NA,0.619047619047619,28,76
"Shoshone","Becker","BE01.2",2012,0,31,1,2188,0,1,1,NA,NA,0.904761904761905,28,76
"Shoshone","Becker","BE02.1",2012,6,31,1,2241,0,1,1,NA,NA,0.571428571428571,50,141
"Shoshone","Becker","BE02.2",2012,9,31,1,2248,0,1,1,NA,NA,0.571428571428571,50,141
"Shoshone","Becker","BE03.1",2012,0,31,1,2359,0,1,1,NA,NA,0.761904761904762,50,141
"Shoshone","Becker","BE03.2",2012,0,31,1,2373,0,1,1,NA,NA,0.666666666666667,50,141
"Toiyabe","Birch","BI01.1",2012,4,26,1,1966,0,1,0.857142857,NA,NA,0.5,36,105
"Toiyabe","Birch","BI01.2",2012,1,31,1,1991,0,1,0.857142857,NA,NA,0.80952380952381,36,105
"Toiyabe","Birch","BI02.1",2012,4,27,1,2058,0,1,0.857142857,NA,NA,0.588235294117647,77,204
"Toiyabe","Birch","BI02.2",2012,8,25,1,2105,0,1,0.857142857,NA,NA,0.533333333333333,77,204
"Toiyabe","Birch","BI03.1",2012,1,26,1,2122,0,1,0.857142857,NA,NA,0.0625,77,204
"Toiyabe","Birch","BI03.2",2012,4,31,1,2153,0,1,0.857142857,NA,NA,0.380952380952381,70,191
"Toiyabe","Birch","BI03.3",2012,4,31,1,2158,0,1,0.857142857,NA,NA,0.761904761904762,70,191
"Toiyabe","Birch","BI04.1",2012,1,31,1,2211,0,1,0.857142857,NA,NA,0.523809523809524,70,191
"Toiyabe","Birch","BI04.2",2012,9,31,1,2231,0,1,0.857142857,NA,NA,0.428571428571429,70,191
"Toiyabe","Birch","BI04.3",2012,4,31,1,2324,0,1,0.857142857,NA,NA,0.714285714285714,70,191
"Toiyabe","Birch","BI05.1",2012,9,31,1,2376,0,1,0.857142857,NA,NA,0.333333333333333,70,191
"Toiyabe","Birch","BI05.2",2012,12,31,1,2410,0,1,0.857142857,NA,NA,0.476190476190476,70,191
"Toiyabe","Birch","BI06.1",2012,5,30,1,2484,0,1,0.857142857,NA,NA,0.55,70,191
"Toiyabe","Birch","BI06.2",2012,5,31,1,2524,0,1,0.857142857,NA,NA,0.380952380952381,70,191
"Toiyabe","Birch","BI07.1",2012,3,31,1,2555,0,1,0.714285714,NA,NA,0.80952380952381,59,173
"Toiyabe","Birch","BI07.2",2012,1,31,1,2586,0,1,0.714285714,NA,NA,0.238095238095238,59,173
"Toiyabe","Birch","BI0B1",2012,21,31,1,1900,1,1,0.857142857,NA,5,0.0952380952380952,36,105
"Toiyabe","Birch","BI0B2",2012,16,31,1,1920,1,1,0.857142857,NA,5,0.380952380952381,36,105
"Toiyabe","Birch","BI0B3",2012,27,31,1,1929,1,1,0.857142857,NA,5,0.0476190476190476,36,105
"Toiyabe","Birch","BI0B4",2012,11,26,1,1960,1,1,0.857142857,NA,5,0.6875,36,105
"Monitor","Barley","BL01",2012,0,10,1,2249,0,1,1,NA,NA,NA,29,110
"Monitor","Barley","BL02",2012,0,10,1,2240,0,1,1,NA,NA,NA,29,110
"Monitor","Barley","BL03",2012,0,10,1,2225,0,1,1,NA,NA,NA,29,110
"Monitor","Barley","BL04",2012,0,10,1,2241,0,1,1,NA,NA,NA,44,165
"Monitor","Barley","BL05",2012,0,10,1,2245,0,1,1,NA,NA,NA,44,165
"Monitor","Barley","BL06",2012,0,10,1,2256,0,1,1,NA,NA,NA,44,165
"Monitor","Barley","BL07",2012,0,10,1,2258,0,1,1,NA,NA,NA,44,165
"Monitor","Barley","BL08",2012,1,10,1,2275,0,1,1,NA,NA,NA,44,165
"Monitor","Barley","BL09",2012,2,10,1,2283,0,1,1,NA,NA,NA,44,165
"Monitor","Barley","BL10",2012,0,10,1,2309,0,1,1,NA,NA,NA,44,165
"Monitor","Barley","BL11",2012,0,10,1,2318,0,1,1,NA,NA,NA,44,165
"Monitor","Barley","BL12",2012,0,10,1,2345,0,1,1,NA,NA,NA,55,216
"Monitor","Barley","BL13",2012,1,10,1,2359,0,1,1,NA,NA,NA,55,216
"Monitor","Barley","BL14",2012,0,10,1,2376,0,1,1,NA,NA,NA,55,216
"Monitor","Barley","BL15",2012,0,10,1,2389,0,1,1,NA,NA,NA,55,216
"Monitor","Barley","BL16",2012,0,10,1,2398,0,1,1,NA,NA,NA,55,216
"Monitor","Charnoc North","CBN01",2012,0,10,1,2422,0,1,1,NA,NA,NA,36,133
"Monitor","Charnoc North","CBN02",2012,0,10,1,2457,0,1,1,NA,NA,NA,36,133
"Monitor","Charnoc North","CBN04",2012,0,10,1,2425,0,1,1,NA,NA,NA,36,133
"Monitor","Charnoc North","CBN05",2012,0,10,1,2413,0,1,1,NA,NA,NA,36,133
"Monitor","Charnoc South","CBS01",2012,0,10,1,2341,0,1,1,NA,NA,NA,35,130
"Monitor","Charnoc South","CBS02",2012,0,10,1,2339,0,1,1,NA,NA,NA,35,130
"Monitor","Charnoc South","CBS03",2012,0,10,1,2328,0,1,1,NA,NA,NA,35,130
"Monitor","Charnoc South","CBS04",2012,0,10,1,2330,0,1,1,NA,NA,NA,35,130
"Monitor","Charnoc South","CBS05",2012,0,10,1,2336,0,1,1,NA,NA,NA,35,130
"Monitor","Elkhorn","EH01",2012,5,10,1,2275,1,1,1,NA,3,NA,39,149
"Monitor","Elkhorn","EH02",2012,4,10,1,2318,1,1,1,NA,3,NA,39,149
"Monitor","Elkhorn","EH03",2012,2,10,1,2334,1,1,1,NA,3,NA,39,149
"Monitor","Elkhorn","EH04",2012,0,10,1,2351,1,1,1,NA,3,NA,39,149
"Toiyabe","Grass Springs","GS01",2012,10,10,1,2179,1,1,0.857142857,NA,6,NA,43,126
"Toiyabe","Grass Springs","GS02",2012,6,10,1,2134,1,1,0.857142857,NA,6,NA,43,126
"Toiyabe","Grass Springs","GS03",2012,8,10,1,2085,1,1,0.857142857,NA,6,NA,43,126
"Toiyabe","Grass Springs","GS04",2012,10,10,1,2079,1,1,0.857142857,NA,6,NA,43,126
"Toiyabe","Grass Springs","GS05",2012,10,10,1,2087,1,1,0.857142857,NA,6,NA,43,126
"Toiyabe","Grass Springs","GS06",2012,10,10,1,2108,1,1,0.857142857,NA,6,NA,43,126
"Toiyabe","Grass Springs","GS07",2012,10,10,1,2145,1,1,0.857142857,NA,6,NA,43,126
"Toiyabe","Grass Springs","GS08",2012,10,10,1,2129,1,1,0.857142857,NA,6,NA,43,126
"Toiyabe","Grass Springs","GS09",2012,10,10,1,2078,1,1,0.857142857,NA,6,NA,43,126
"Toiyabe","Grass Springs","GS10",2012,10,10,1,2062,1,1,0.857142857,NA,6,NA,43,126
"Toiyabe","Jett","JE01.1",2012,5,10,1,1972,0,0,0,NA,NA,NA,20,72
"Toiyabe","Jett","JE01.2",2012,7,10,1,1978,0,0,0,NA,NA,NA,20,72
"Toiyabe","Jett","JE01.3",2012,5,10,1,2016,0,0,0,NA,NA,NA,20,72
"Toiyabe","Jett","JE02.1",2012,4,10,1,2051,0,0,0,NA,NA,NA,52,166
"Toiyabe","Jett","JE02.2",2012,0,10,1,2085,0,0,0,NA,NA,NA,52,166
"Toiyabe","Jett","JE02.3",2012,0,10,1,2115,0,0,0,NA,NA,NA,52,166
"Toiyabe","Jett","JE03.1",2012,2,10,1,2143,0,0,0,NA,NA,NA,52,166
"Toiyabe","Jett","JE03.2",2012,0,10,1,2156,0,0,0,NA,NA,NA,52,166
"Toiyabe","Jett","JE03.3",2012,0,10,1,2190,0,0,0,NA,NA,NA,52,166
"Toquima","Meadow","MD01.1",2012,0,10,1,2259,0,1,1,NA,NA,NA,41,148
"Toquima","Meadow","MD01.2",2012,0,10,1,2273,0,1,1,NA,NA,NA,41,148
"Toquima","Meadow","MD01.3",2012,0,10,1,2302,0,1,1,NA,NA,NA,41,148
"Toquima","Meadow","MD02.1",2012,0,10,1,2342,0,1,1,NA,NA,NA,41,148
"Toquima","Meadow","MD02.2",2012,0,10,1,2368,0,1,1,NA,NA,NA,41,148
"Toquima","Meadow","MD02.3",2012,0,10,1,2384,0,1,1,NA,NA,NA,49,178
"Toquima","Meadow","MD03.1",2012,0,10,1,2447,0,1,1,NA,NA,NA,53,190
"Toquima","Meadow","MD03.2",2012,0,10,1,2495,0,1,1,NA,NA,NA,53,190
"Toquima","Meadow","MD04.1",2012,0,10,1,2577,0,1,1,NA,NA,NA,49,178
"Toquima","Meadow","MD04.2",2012,0,10,1,2619,0,1,1,NA,NA,NA,53,190
"Toquima","Meadow","MD05.1",2012,0,10,1,2660,0,1,1,NA,NA,NA,53,190
"Toquima","Meadow","MD05.2",2012,0,10,1,2674,0,1,1,NA,NA,NA,51,182
"Toquima","Moores East","ME01.1",2012,1,31,1,2543,0,1,1,NA,NA,0.476190476190476,43,136
"Toquima","Moores East","ME01.2",2012,0,31,1,2509,0,1,1,NA,NA,0.238095238095238,43,136
"Toquima","Moores East","ME02.1",2012,0,31,1,2452,0,1,1,NA,NA,0.333333333333333,43,136
"Toquima","Moores East","ME02.2",2012,1,25,1,2432,0,1,1,NA,NA,0.2,43,136
"Toquima","Moores East","ME03.1",2012,0,31,1,2327,0,1,1,NA,NA,0.285714285714286,43,136
"Toquima","Moores East","ME03.2",2012,0,31,1,2303,0,1,1,NA,NA,0.428571428571429,43,136
"Toquima","Moores East","ME04.1",2012,2,31,1,2228,0,1,1,NA,NA,0.285714285714286,36,116
"Toquima","Moores East","ME04.2",2012,4,31,1,2196,0,1,1,NA,NA,0.714285714285714,36,116
"Toquima","Moores West","MW01.1",2012,0,31,1,2092,0,1,0.714285714,NA,NA,0.0952380952380952,32,99
"Toquima","Moores West","MW01.2",2012,0,31,1,2186,0,1,0.714285714,NA,NA,0.19047619047619,32,99
"Toquima","Moores West","MW02.1",2012,1,31,1,2222,0,1,0.714285714,NA,NA,0.333333333333333,32,99
"Toquima","Moores West","MW02.2",2012,3,31,1,2250,0,1,0.714285714,NA,NA,0.19047619047619,32,99
"Toquima","Moores West","MW03.1",2012,0,31,1,2348,0,1,0.714285714,NA,NA,0.380952380952381,32,99
"Toquima","Moores West","MW03.2",2012,0,31,1,2405,0,1,1,NA,NA,0.333333333333333,43,136
"Toquima","Moores West","MW04.1",2012,0,31,1,2384,0,1,1,NA,NA,0.523809523809524,43,136
"Toquima","Moores West","MW04.2",2012,0,30,1,2447,0,1,1,NA,NA,0.3,43,136
"Toquima","Moores West","MW05.1",2012,0,31,1,2473,0,1,1,NA,NA,0.19047619047619,43,136
"Toquima","Moores West","MW05.2",2012,0,31,1,2506,0,1,1,NA,NA,0.333333333333333,43,136
"Toquima","Northumberland East","NE01.1",2012,0,10,1,2276,0,1,1,NA,NA,NA,49,157
"Toquima","Northumberland East","NE01.2",2012,1,10,1,2291,0,1,1,NA,NA,NA,49,157
"Toquima","Northumberland East","NE02.1",2012,1,10,1,2358,0,1,1,NA,NA,NA,48,150
"Toquima","Northumberland East","NE02.2",2012,2,10,1,2393,0,1,1,NA,NA,NA,48,150
"Toquima","Northumberland East","NE03.1",2012,2,10,1,2474,0,1,1,NA,NA,NA,62,203
"Toquima","Northumberland East","NE03.2",2012,0,10,1,2522,0,1,1,NA,NA,NA,62,203
"Toquima","Northumberland East","NE04.1",2012,0,10,1,2589,0,1,1,NA,NA,NA,62,203
"Toquima","Northumberland East","NE04.2",2012,0,10,1,2614,0,1,1,NA,NA,NA,62,203
"Toquima","Northumberland East","NE05.1",2012,0,10,1,2670,0,1,1,NA,NA,NA,62,203
"Toquima","Northumberland East","NE05.2",2012,0,10,1,2714,0,1,1,NA,NA,NA,62,203
"Toquima","Northumberland West","NW01.1",2012,2,10,1,2126,0,1,1,NA,NA,NA,34,102
"Toquima","Northumberland West","NW01.2",2012,0,10,1,2183,0,1,1,NA,NA,NA,47,145
"Toquima","Northumberland West","NW02.1",2012,0,10,1,2217,0,1,1,NA,NA,NA,47,145
"Toquima","Northumberland West","NW02.2",2012,0,10,1,2295,0,1,1,NA,NA,NA,47,145
"Toquima","Northumberland West","NW03.1",2012,0,10,1,2337,0,1,1,NA,NA,NA,56,172
"Toquima","Northumberland West","NW03.2",2012,0,10,1,2414,0,1,1,NA,NA,NA,56,172
"Toquima","Northumberland West","NW04.1",2012,0,10,1,2446,0,1,1,NA,NA,NA,56,172
"Toquima","Northumberland West","NW04.2",2012,0,10,1,2519,0,1,1,NA,NA,NA,56,172
"Toquima","Northumberland West","NW05.1",2012,0,10,1,2550,0,1,1,NA,NA,NA,56,172
"Toquima","Northumberland West","NW06.1",2012,6,10,1,2611,0,1,1,NA,NA,NA,62,203
"Toquima","Northumberland West","NW06.2",2012,0,10,1,2687,0,1,1,NA,NA,NA,62,203
"Toiyabe","Ophir","OP01.1",2012,5,10,1,1969,0,0,0,NA,NA,NA,30,92
"Toiyabe","Ophir","OP01.2",2012,3,10,1,2033,0,0,0,NA,NA,NA,30,92
"Toiyabe","Ophir","OP02.1",2012,1,10,1,2093,0,0,0,NA,NA,NA,30,92
"Toiyabe","Ophir","OP02.2",2012,4,10,1,2167,0,0,0,NA,NA,NA,30,92
"Toiyabe","Ophir","OP03.1",2012,2,10,1,2248,0,0,0,NA,NA,NA,30,92
"Toiyabe","Ophir","OP03.2",2012,3,10,1,2278,0,0,0,NA,NA,NA,30,92
"Toiyabe","Ophir","OP04.1",2012,2,10,1,2368,0,0,0,NA,NA,NA,63,194
"Toiyabe","Ophir","OP05.1",2012,6,10,1,2415,0,0,0,NA,NA,NA,63,194
"Toiyabe","Ophir","OP06.1",2012,6,10,1,2558,0,0,0,NA,NA,NA,63,194
"Toiyabe","Ophir","OP06.2",2012,0,10,1,2626,0,0,0,NA,NA,NA,63,194
"Toiyabe","Ophir","OP07.1",2012,0,10,1,2688,0,0,0,NA,NA,NA,63,194
"Toiyabe","Ophir","OP08.1",2012,0,10,1,2822,0,0,0,NA,NA,NA,63,194
"Toiyabe","Ophir","OP09.1",2012,0,10,1,2888,0,0,0,NA,NA,NA,63,194
"Toiyabe","Ophir","OP09.2",2012,0,10,1,2981,0,0,0,NA,NA,NA,66,198
"Shoshone","Riley","RI01.1",2012,10,10,1,2065,0,1,1,NA,NA,NA,34,92
"Shoshone","Riley","RI01.2",2012,10,10,1,2115,0,1,1,NA,NA,NA,34,92
"Shoshone","Riley","RI02.1",2012,2,10,1,2147,0,1,1,NA,NA,NA,34,92
"Shoshone","Riley","RI02.2",2012,2,10,1,2182,0,1,1,NA,NA,NA,34,92
"Shoshone","Riley","RI03.1",2012,0,10,1,2259,0,1,1,NA,NA,NA,34,92
"Shoshone","Riley","RI03.2",2012,0,10,1,2305,0,1,1,NA,NA,NA,34,92
"Shoshone","Riley","RI04.1",2012,5,10,1,2368,0,1,1,NA,NA,NA,44,121
"Shoshone","Riley","RI04.2",2012,3,10,1,2412,0,1,1,NA,NA,NA,44,121
"Shoshone","Riley","RI05.1",2012,0,10,1,2483,0,1,1,NA,NA,NA,63,178
"Shoshone","Riley","RI05.2",2012,0,10,1,2545,0,1,1,NA,NA,NA,44,121
"Monitor","Ryegrass","RY01",2012,0,10,1,2144,0,1,1,NA,NA,NA,26,99
"Monitor","Ryegrass","RY02",2012,0,10,1,2186,0,1,1,NA,NA,NA,26,99
"Monitor","Ryegrass","RY03",2012,0,10,1,2235,0,1,1,NA,NA,NA,37,135
"Monitor","Ryegrass","RY04",2012,0,10,1,2283,0,1,1,NA,NA,NA,31,114
"Monitor","Ryegrass","RY05",2012,0,10,1,2337,0,1,1,NA,NA,NA,37,135
"Monitor","Ryegrass","RY06",2012,0,10,1,2399,0,1,1,NA,NA,NA,31,114
"Monitor","Ryegrass","RY07",2012,0,10,1,2412,0,1,1,NA,NA,NA,32,115
"Toiyabe","San Juan","SJ01.1",2012,11,27,1,2104,0,1,1,NA,NA,0.882352941176471,27,70
"Toiyabe","San Juan","SJ01.2",2012,3,31,1,2117,0,1,1,NA,NA,0.571428571428571,36,94
"Toiyabe","San Juan","SJ01.3",2012,4,26,1,2160,0,1,1,NA,NA,0.75,36,94
"Toiyabe","San Juan","SJ02.1",2012,2,31,1,2220,0,1,1,NA,NA,0.857142857142857,36,94
"Toiyabe","San Juan","SJ02.2",2012,4,26,1,2230,0,1,1,NA,NA,0.4375,36,94
"Toiyabe","San Juan","SJ02.3",2012,12,31,1,2289,0,1,1,NA,NA,0.619047619047619,55,140
"Toiyabe","San Juan","SJ03.1",2012,2,21,1,2338,0,1,1,NA,NA,0.380952380952381,55,140
"Toiyabe","San Juan","SJ03.2",2012,0,21,1,2384,0,1,1,NA,NA,0.142857142857143,55,140
"Toiyabe","San Juan","SJ04.1",2012,3,21,1,2401,0,1,1,NA,NA,0.523809523809524,55,140
"Toiyabe","San Juan","SJ04.2",2012,10,21,1,2446,0,1,1,NA,NA,0.523809523809524,55,140
"Toiyabe","San Juan","SJ05.1",2012,2,21,1,2504,0,1,1,NA,NA,0.476190476190476,55,140
"Toiyabe","San Juan","SJ05.2",2012,6,21,1,2553,0,1,1,NA,NA,0.476190476190476,55,140
"Toiyabe","Summit","SU01.1",2012,3,10,1,1989,0,0,0,NA,NA,NA,30,92
"Toiyabe","Summit","SU01.2",2012,2,10,1,2072,0,0,0,NA,NA,NA,30,92
"Toiyabe","Summit","SU02.1",2012,6,10,1,2125,0,0,0,NA,NA,NA,30,92
"Toiyabe","Summit","SU02.2",2012,8,10,1,2146,0,0,0,NA,NA,NA,30,92
"Toiyabe","Summit","SU03.1",2012,0,10,1,2280,0,0,0,NA,NA,NA,30,92
"Toiyabe","Summit","SU03.2",2012,1,10,1,2311,0,0,0,NA,NA,NA,30,92
"Toiyabe","Summit","SU04.1",2012,0,10,1,2350,0,0,0,NA,NA,NA,30,92
"Toiyabe","Summit","SU04.2",2012,0,10,1,2409,0,0,0,NA,NA,NA,63,194
"Toiyabe","Summit","SU05.1",2012,5,10,1,2468,0,0,0,NA,NA,NA,63,186
"Toiyabe","Summit","SU05.2",2012,3,10,1,2523,0,0,0,NA,NA,NA,63,186
"Toiyabe","Summit","SU06.1",2012,1,10,1,2575,0,0,0,NA,NA,NA,63,186
"Toiyabe","Summit","SU06.2",2012,0,10,1,2587,0,0,0,NA,NA,NA,63,186
"Toiyabe","Stewart","SW00.1",2012,0,10,1,2605,0,0,0,NA,NA,NA,53,160
"Toiyabe","Stewart","SW01.1",2012,0,10,1,2635,0,0,0,NA,NA,NA,53,160
"Toiyabe","Stewart","SW01.2",2012,0,10,1,2667,0,0,0,NA,NA,NA,53,160
"Toiyabe","Stewart","SW02.1",2012,0,10,1,2731,0,0,0,NA,NA,NA,82,238
"Toiyabe","Stewart","SW02.2",2012,0,10,1,2795,0,0,0,NA,NA,NA,82,238
"Toiyabe","Stewart","SW03.1",2012,0,10,1,2854,0,0,0,NA,NA,NA,82,238
"Toiyabe","Stewart","SW03.2",2012,0,10,1,2897,0,0,0,NA,NA,NA,82,238
"Toiyabe","Stewart","SW04.1",2012,0,10,1,2950,0,0,0,NA,NA,NA,82,238
"Toiyabe","Stewart","SW05.1",2012,0,10,1,3017,0,0,0,NA,NA,NA,82,238
"Toiyabe","Stewart","SW05.2",2012,0,10,1,3067,0,0,0,NA,NA,NA,82,238
"Toiyabe","Stewart","SW06.1",2012,0,10,1,3162,0,0,0,NA,NA,NA,79,236
"Toiyabe","Stewart","SW06.2",2012,0,10,1,3219,0,0,0,NA,NA,NA,79,236
"Shoshone","Underdown","UN01.1",2012,0,10,1,2027,0,1,1,NA,NA,NA,26,70
"Shoshone","Underdown","UN01.2",2012,0,10,1,2062,0,1,1,NA,NA,NA,26,70
"Shoshone","Underdown","UN02.1",2012,1,10,1,2114,0,1,1,NA,NA,NA,26,70
"Shoshone","Underdown","UN02.2",2012,5,10,1,2147,1,1,1,NA,10,NA,44,121
"Shoshone","Underdown","UN03.1",2012,9,10,1,2207,1,1,1,NA,10,NA,44,121
"Shoshone","Underdown","UN03.2",2012,8,10,1,2246,1,1,1,NA,7,NA,44,121
"Shoshone","Underdown","UN04.1",2012,8,10,1,2296,0,1,1,NA,NA,NA,44,121
"Shoshone","Underdown","UN04.2",2012,4,10,1,2365,0,1,1,NA,NA,NA,63,178
"Shoshone","Underdown","UN05.1",2012,0,10,1,2424,0,1,1,NA,NA,NA,63,178
"Shoshone","Underdown","UN05.2",2012,0,10,1,2506,0,1,1,NA,NA,NA,63,178
"Shoshone","Underdown","UN06.1",2012,0,10,1,2569,0,1,1,NA,NA,NA,63,178
"Shoshone","Underdown","UN06.2",2012,0,10,1,2591,0,1,1,NA,NA,NA,63,178
"Shoshone","Underdown","UN07.1",2012,0,10,1,2634,0,1,1,NA,NA,NA,63,178
"Shoshone","Underdown","UN07.2",2012,6,10,1,2657,0,1,1,NA,NA,NA,63,178
"Shoshone","Underdown","UN0B1",2012,7,10,1,2083,1,1,1,NA,7,NA,26,70
