state,range,canyon or area,point,num_samples_BRTE,BRTEcount,mtype,year,elevation,burned,firstGS,num_samples_grass&forb,igrass,grasscvr,iforb,forbcvr,grazed,wtprecip,spprecip,UTMx (NAD83 zone 11),UTMy (NAD83 zone 11),grazed,prop_grazed
Nevada,Monitor,Ryegrass,RY02,31,0,point,2006,2186,0,NA,21,,14,,12,,151,64,549231,4336911,1,1
Nevada,Monitor,Ryegrass,RY03,31,0,point,2006,2235,0,NA,21,,11,,17,,208,79,547857,4337274,1,1
Nevada,Monitor,Ryegrass,RY04,31,0,point,2006,2283,0,NA,21,,10,,10,,175,70,546829,4337745,1,1
Nevada,Monitor,Ryegrass,RY05,31,1,point,2006,2337,0,NA,21,,13,,6,,208,79,545857,4337650,1,1
Nevada,Monitor,Ryegrass,RY06,31,0,point,2006,2399,0,NA,21,,17,,10,,175,70,545188,4338026,1,1
Nevada,Monitor,Ryegrass,RY07,31,0,point,2006,2412,0,NA,21,,20,,18,,179,71,544472,4338787,1,1
Nevada,Toiyabe,San Juan,SJ01.1,10,5,point,2006,2104,0,NA,,,,,,,150,67,475112,4333109,1,1
Nevada,Toiyabe,San Juan,SJ01.2,10,1,point,2006,2117,0,NA,,,,,,,196,77,475197,4332753,1,1
Nevada,Toiyabe,San Juan,SJ01.3,10,3,point,2006,2160,0,NA,,,,,,,196,77,475522,4331845,1,1
Nevada,Toiyabe,San Juan,SJ02.1,10,3,point,2006,2220,0,NA,,,,,,,196,77,476215,4330473,1,1
Nevada,Toiyabe,San Juan,SJ02.2,10,3,point,2006,2230,0,NA,,,,,,,196,77,476201,4330189,1,1
Nevada,Toiyabe,San Juan,SJ02.3,10,3,point,2006,2289,0,NA,,,,,,,291,102,476920,4330237,1,1
Nevada,Toiyabe,San Juan,SJ03.1,10,0,point,2006,2338,0,NA,,,,,,,291,102,477190,4330669,1,1
Nevada,Toiyabe,San Juan,SJ03.2,10,2,point,2006,2384,0,NA,,,,,,,291,102,477327,4330880,1,1
Nevada,Toiyabe,San Juan,SJ04.1,10,1,point,2006,2401,0,NA,,,,,,,291,102,477284,4331007,1,1
Nevada,Toiyabe,San Juan,SJ04.2,10,6,point,2006,2446,0,NA,,,,,,,291,102,477468,4331144,1,1
Nevada,Toiyabe,San Juan,SJ05.1,10,0,point,2006,2504,0,NA,,,,,,,291,102,477710,4331150,1,1
Nevada,Toiyabe,Summit,SU01.1,10,8,point,2006,1989,0,NA,,,,,,,166,70,479257,4313358,0,0
Nevada,Toiyabe,Summit,SU01.2,10,0,point,2006,2072,0,NA,,,,,,,166,70,478677,4313528,0,0
Nevada,Toiyabe,Summit,SU02.1,10,0,point,2006,2125,0,NA,,,,,,,166,70,478370,4313751,0,0
Nevada,Toiyabe,Summit,SU02.2,10,3,point,2006,2146,0,NA,,,,,,,166,70,478226,4313749,0,0
Nevada,Toiyabe,Summit,SU03.1,10,0,point,2006,2280,0,NA,,,,,,,166,70,477620,4314075,0,0
Nevada,Toiyabe,Summit,SU03.2,10,0,point,2006,2311,0,NA,,,,,,,166,70,477277,4314119,0,0
Nevada,Toiyabe,Summit,SU04.1,10,1,point,2006,2350,0,NA,,,,,,,166,70,476898,4314091,0,0
Nevada,Toiyabe,Summit,SU04.2,10,0,point,2006,2409,0,NA,,,,,,,356,115,476402,4314164,0,0
Nevada,Toiyabe,Summit,SU05.1,10,4,point,2006,2468,0,NA,,,,,,,351,113,476069,4314635,0,0
Nevada,Toiyabe,Summit,SU05.2,10,5,point,2006,2523,0,NA,,,,,,,351,113,475934,4314998,0,0
Nevada,Toiyabe,Summit,SU06.1,10,0,point,2006,2575,0,NA,,,,,,,351,113,475658,4315078,0,0
Nevada,Toiyabe,Summit,SU06.2,10,0,point,2006,2587,0,NA,,,,,,,351,113,475781,4314913,0,0
Nevada,Toiyabe,Stewart,SW00.1,31,0,point,2006,2605,0,NA,21,,20,,21,,286,102,467063,4305943,0,0
Nevada,Toiyabe,Stewart,SW01.1,31,0,point,2006,2635,0,NA,21,,15,,18,,286,102,467308,4305727,0,0
Nevada,Toiyabe,Stewart,SW01.2,31,0,point,2006,2667,0,NA,21,,16,,20,,286,102,467478,4305383,0,0
Nevada,Toiyabe,Stewart,SW02.1,31,0,point,2006,2731,0,NA,21,,19,,20,,419,143,467712,4305124,0,0
Nevada,Toiyabe,Stewart,SW02.2,31,0,point,2006,2795,0,NA,21,,21,,16,,419,143,467930,4304901,0,0
Nevada,Toiyabe,Stewart,SW03.1,24,0,point,2006,2854,0,NA,14,,12,,13,,419,143,468386,4304751,0,0
Nevada,Toiyabe,Stewart,SW03.2,31,0,point,2006,2897,0,NA,21,,14,,10,,419,143,468645,4304499,0,0
Nevada,Toiyabe,Stewart,SW04.1,31,0,point,2006,2950,0,NA,21,,17,,13,,419,143,468921,4304312,0,0
Nevada,Toiyabe,Stewart,SW05.1,31,0,point,2006,3017,0,NA,21,,16,,9,,419,143,469128,4304223,0,0
Nevada,Toiyabe,Stewart,SW05.2,31,0,point,2006,3067,0,NA,21,,16,,11,,419,143,469271,4304135,0,0
Nevada,Toiyabe,Stewart,SW06.1,31,0,point,2006,3162,0,NA,21,,20,,12,,414,142,469408,4303832,0,0
Nevada,Toiyabe,Stewart,SW06.2,31,0,point,2006,3219,0,NA,21,,15,,8,,414,142,469437,4303521,0,0
Nevada,Shoshone,Underdown,UN01.1,24,4,point,2006,2027,0,NA,14,,2,,5,,141,64,466955,4334270,1,1
Nevada,Shoshone,Underdown,UN01.2,31,0,point,2006,2062,0,NA,21,,18,,11,,141,64,466507,4334325,1,1
Nevada,Shoshone,Underdown,UN02.1,31,5,point,2006,2114,0,NA,21,,16,,16,,141,64,465834,4334717,1,1
Nevada,Shoshone,Underdown,UN02.2,31,11,point,2006,2147,1,2002,21,,8,,8,,238,85,465345,4334870,1,1
Nevada,Shoshone,Underdown,UN03.1,31,6,point,2006,2207,1,2002,21,,15,,17,,238,85,464392,4335151,1,1
Nevada,Shoshone,Underdown,UN03.2,31,13,point,2006,2246,1,2005,21,,15,,15,,238,85,463859,4335420,1,1
Nevada,Shoshone,Underdown,UN04.1,31,0,point,2006,2296,0,NA,21,,17,,6,,238,85,463046,4335553,1,1
Nevada,Shoshone,Underdown,UN04.2,31,2,point,2006,2365,0,NA,21,,15,,14,,349,108,462172,4336062,1,1
Nevada,Shoshone,Underdown,UN05.1,31,0,point,2006,2424,0,NA,21,,20,,20,,349,108,461858,4335606,1,1
Nevada,Shoshone,Underdown,UN05.2,31,0,point,2006,2506,0,NA,21,,19,,20,,349,108,461771,4334944,1,1
Nevada,Shoshone,Underdown,UN06.1,31,0,point,2006,2569,0,NA,21,,21,,13,,349,108,461400,4334852,1,1
Nevada,Shoshone,Underdown,UN06.2,31,0,point,2006,2591,0,NA,21,,20,,21,,349,108,461304,4334523,1,1
Nevada,Shoshone,Underdown,UN07.1,31,0,point,2006,2634,0,NA,21,,21,,14,,349,108,461094,4334514,1,1
Nevada,Shoshone,Underdown,UN07.2,31,1,point,2006,2657,0,NA,21,,18,,20,,349,108,461002,4334601,1,1
Nevada,Shoshone,Underdown,UN0B1,10,6,point,2006,2083,1,2005,,20,,19,,,141,64,466208,4334493,1,1
Nevada,Shoshone,Underdown,UN0B2,10,0,point,2006,2129,1,2005,,15,,15,,,238,85,465679,4334701,1,1
Nevada,Shoshone,Underdown,UN0B3,10,0,point,2006,2135,1,2005,,4,,12,,,238,85,465579,4334726,1,1
Nevada,Shoshone,Underdown,UN0B4,10,1,point,2006,2137,1,2005,,1,,13,,,238,85,465472,4334801,1,1
Nevada,Shoshone,Underdown,UN0B5,10,2,point,2006,2231,1,2005,,18,,21,,,238,85,464142,4335228,1,1
Nevada,Shoshone,Underdown,UN0B6,10,0,point,2006,2245,1,2005,,5,,19,,,238,85,463923,4335318,1,1
Nevada,Shoshone,Underdown,UN0B7,10,0,point,2006,2259,1,2005,,11,,21,,,238,85,463704,4335430,1,1
Nevada,Toiyabe,Wall,WA01.1,10,5,point,2006,1938,0,NA,,,,,,,109,52,480640,4281421,1,1
Nevada,Toiyabe,Wall,WA01.2,10,0,point,2006,1984,0,NA,,,,,,,174,76,479744,4281663,1,1
Nevada,Toiyabe,Wall,WA02.1,10,0,point,2006,2037,0,NA,,,,,,,174,76,478861,4281929,1,1
Nevada,Toiyabe,Wall,WA02.2,10,0,point,2006,2087,0,NA,,,,,,,185,81,478012,4282228,1,1
Nevada,Toiyabe,Wall,WA03.1,10,5,point,2006,2151,1,2001,,,,,,,185,81,477057,4282690,1,1
Nevada,Toiyabe,Wall,WA03.2,10,8,point,2006,2201,1,2001,,,,,,,185,81,476504,4283065,1,1
Nevada,Toiyabe,Wall,WA04.1,10,9,point,2006,2260,0,NA,,,,,,,252,102,475818,4283922,1,1
Nevada,Toiyabe,Wall,WA04.2,10,10,point,2006,2303,1,2001,,,,,,,252,102,475454,4284265,1,1
Nevada,Toiyabe,Wall,WA05.1,10,10,point,2006,2356,1,2001,,,,,,,252,102,474874,4284514,1,1
Nevada,Toiyabe,Wall,WA05.2,10,10,point,2006,2414,1,2001,,,,,,,252,102,474577,4284907,1,1
Nevada,Toiyabe,Wall,WA06.1,10,7,point,2006,2405,1,2001,,,,,,,252,102,474931,4284883,1,1
Nevada,Toiyabe,Wall,WA0B1,10,10,point,2006,2174,1,2001,,,,,,,185,81,476751,4282806,1,1
Nevada,Toiyabe,Wall,WA0B2,10,10,point,2006,2212,1,2001,,,,,,,252,102,476381,4283210,1,1
Nevada,Toiyabe,Wall,WA0B3,10,10,point,2006,2227,1,2001,,,,,,,252,102,476328,4283496,1,1
Nevada,Toiyabe,Wall,WA0B4,10,10,point,2006,2263,1,2001,,,,,,,252,102,475964,4283880,1,1
Nevada,Toiyabe,Wall,WA0B5,10,9,point,2006,2267,1,2001,,,,,,,252,102,475713,4283998,1,1
Nevada,Toiyabe,Wall,WA0B6,10,10,point,2006,2321,1,2001,,,,,,,252,102,475182,4284300,1,1
Nevada,Toiyabe,Wall,WA0B7,10,10,point,2006,2372,1,2001,,,,,,,252,102,474706,4284574,1,1
Nevada,Monitor,White Sage,WH08,31,0,point,2006,2320,0,NA,21,,17,,8,,179,71,543778,4339804,1,1
Nevada,Monitor,White Sage,WH09,31,0,point,2006,2253,0,NA,21,,17,,12,,179,71,541940,4339565,1,1
Nevada,Monitor,White Sage,WH10,31,0,point,2006,2205,0,NA,21,,16,,4,,156,64,540988,4337578,1,1
Nevada,Monitor,White Sage,WH11,31,0,point,2006,2177,0,NA,21,,10,,3,,156,64,540694,4336326,1,1
Nevada,Monitor,White Sage,WH12,31,0,point,2006,2163,0,NA,21,,12,,2,,156,64,540593,4335579,1,1
Nevada,Monitor,White Sage,WH13,31,0,point,2006,2117,0,NA,21,,13,,2,,142,59,539964,4332918,1,1
Nevada,Monitor,Wallace,WL01,24,15,point,2006,2134,0,NA,14,,12,,4,,153,61,536931,4350156,1,1
Nevada,Monitor,Wallace,WL02,24,1,point,2006,2155,0,NA,14,,7,,8,,153,61,537285,4350420,1,1
Nevada,Monitor,Wallace,WL03,31,0,point,2006,2164,0,NA,21,,11,,5,,153,61,537523,4350763,1,1
Nevada,Monitor,Wallace,WL04,31,3,point,2006,2204,0,NA,21,,7,,8,,197,74,538368,4351727,1,1
Nevada,Monitor,Wallace,WL05,24,1,point,2006,2313,0,NA,14,,9,,7,,197,74,539890,4352610,1,1
Nevada,Monitor,Wallace,WL06,31,0,point,2006,2327,0,NA,21,,11,,12,,197,74,540147,4352583,1,1
Nevada,Monitor,Wallace,WL07,31,2,point,2006,2347,0,NA,21,,12,,14,,197,74,540416,4352465,1,1
Nevada,Monitor,Wallace,WL08,31,3,point,2006,2364,0,NA,21,,15,,12,,197,74,540747,4352367,1,1
Nevada,Monitor,Wallace,WL09,31,3,point,2006,2423,0,NA,21,,11,,12,,224,82,541348,4352187,1,1
Nevada,Monitor,Wallace,WL10,31,0,point,2006,2367,0,NA,21,,6,,14,,177,68,541107,4351457,1,1
Nevada,Monitor,Wallace,WL11,31,0,point,2006,2279,0,NA,21,,14,,6,,180,70,541577,4349986,1,1
Nevada,Monitor,Wallace,WL12,31,0,point,2006,2284,0,NA,21,,13,,9,,180,70,542209,4348896,1,1
Nevada,Monitor,Wallace,WL13,31,0,point,2006,2272,0,NA,21,,19,,14,,180,70,543406,4347960,1,1
Nevada,Toiyabe,Washington,WS01.1,10,5,point,2006,2133,0,NA,,,,,,,150,67,476444,4334452,1,1
Nevada,Toiyabe,Washington,WS01.2,10,4,point,2006,2188,0,NA,,,,,,,243,93,477267,4334221,1,1
Nevada,Toiyabe,Washington,WS01.3,10,2,point,2006,2212,0,NA,,,,,,,243,93,477752,4334148,1,1
Nevada,Toiyabe,Washington,WS02.1,10,4,point,2006,2252,0,NA,,,,,,,243,93,478393,4333845,1,1
Nevada,Toiyabe,Washington,WS02.2,10,5,point,2006,2269,0,NA,,,,,,,243,93,478611,4333781,1,1
Nevada,Toiyabe,Washington,WS02.3,10,4,point,2006,2295,0,NA,,,,,,,243,93,478989,4333756,1,1
Nevada,Toiyabe,Washington,WS03.1,10,8,point,2006,2332,0,NA,,,,,,,243,93,479632,4333962,1,1
Nevada,Toiyabe,Washington,WS03.2,10,3,point,2006,2352,0,NA,,,,,,,243,93,479948,4334019,1,1
Nevada,Toiyabe,Washington,WS03.3,31,0,point,2006,2395,0,NA,21,,11,,14,,389,133,480513,4334115,1,1
Nevada,Toiyabe,Washington,WS04.1,24,2,point,2006,2443,0,NA,14,,4,,3,,389,133,481133,4333911,1,1
Nevada,Toiyabe,Washington,WS04.2,24,13,point,2006,2485,0,NA,14,,3,,2,,389,133,481610,4333749,1,1
Nevada,Toiyabe,Washington,WS04.3,31,0,point,2006,2503,0,NA,21,,11,,9,,389,133,481887,4333717,1,1
Nevada,Toiyabe,Washington,WS05.1,31,11,point,2006,2539,0,NA,21,,15,,6,,389,133,482186,4333581,1,1
Nevada,Toiyabe,Washington,WS05.2,24,1,point,2006,2570,0,NA,14,,10,,8,,389,133,482533,4333633,1,1
Nevada,Toiyabe,Washington,WS05.3,31,0,point,2006,2585,0,NA,21,,19,,15,,389,133,482662,4333665,1,1
Nevada,Monitor,Dobbin East,DE05.1,21,0,point,2007,2640,0,NA,21,,19,,13,,224,96,542202,4310091,0,0
Nevada,Monitor,Dobbin East,DE05.2,21,0,point,2007,2614,0,NA,21,,7,,2,,183,84,542034,4309778,0,0
Nevada,Monitor,Dobbin East,DE05.3,21,0,point,2007,2546,0,NA,21,,5,,14,,183,84,542287,4309074,0,0
Nevada,Monitor,Dobbin East,DE06.1,21,3,point,2007,2486,0,NA,21,,10,,13,,183,84,542619,4308317,0,0
Nevada,Monitor,Dobbin East,DE06.2,21,0,point,2007,2437,0,NA,21,,15,,9,,183,84,543285,4307564,0,0
Nevada,Monitor,Dobbin East,DE06.3,14,0,point,2007,2375,0,NA,14,,2,,3,,183,84,544055,4306636,0,0
Nevada,Monitor,Dobbin East,DE07.1,21,0,point,2007,2334,0,NA,21,,0,,3,,183,84,544410,4306641,0,0
Nevada,Monitor,Dobbin East,DE07.2,21,0,point,2007,2279,0,NA,21,,1,,0,,183,84,544812,4306347,0,0
Nevada,Monitor,Dobbin East,DE07.3,21,0,point,2007,2283,0,NA,21,,0,,0,,183,84,544582,4305903,0,0
Nevada,Monitor,Dobbin West,DW01.1,21,0,point,2007,2258,0,NA,21,,13,,5,,98,52,537501,4315491,0,0
Nevada,Monitor,Dobbin West,DW01.2,21,1,point,2007,2311,0,NA,21,,13,,12,,149,74,538162,4314128,0,0
Nevada,Monitor,Dobbin West,DW02.1,21,0,point,2007,2356,0,NA,21,,9,,4,,149,74,538838,4313180,0,0
Nevada,Monitor,Dobbin West,DW02.2,21,0,point,2007,2394,0,NA,21,,7,,7,,149,74,539670,4312535,0,0
Nevada,Monitor,Dobbin West,DW03.1,21,0,point,2007,2416,0,NA,21,,14,,0,,149,74,539960,4312319,0,0
Nevada,Monitor,Dobbin West,DW03.2,21,0,point,2007,2438,0,NA,21,,5,,12,,149,74,540419,4312155,0,0
Nevada,Monitor,Dobbin West,DW03.3,21,0,point,2007,2480,0,NA,21,,15,,5,,224,96,541818,4311882,0,0
Nevada,Monitor,Dobbin West,DW04.1,21,0,point,2007,2568,0,NA,21,,15,,14,,224,96,542293,4310862,0,0
Nevada,Monitor,Dobbin West,DW04.2,21,0,point,2007,2611,0,NA,21,,10,,0,,224,96,542325,4310390,0,0
Nevada,Toiyabe,Birch,BI0B1,31,13,point,2008,1900,1,2007,21,,10,,15,,132,46,499898,4358107,1,1
Nevada,Toiyabe,Birch,BI0B2,31,10,point,2008,1920,1,2007,21,,15,,17,,132,46,499642,4358265,1,1
Nevada,Toiyabe,Birch,BI0B3,31,18,point,2008,1929,1,2007,21,,11,,9,,132,46,499332,4358458,1,1
Nevada,Toiyabe,Birch,BI0B4,31,17,point,2008,1960,1,2007,21,,9,,18,,132,46,499077,4358851,1,1
Nevada,Monitor,Barley,BL01,31,0,point,2008,2249,0,NA,21,,11,,5,,124,34,526371,4274731,1,1
Nevada,Monitor,Barley,BL02,31,0,point,2008,2240,0,NA,21,,10,,5,,124,34,526460,4275079,1,1
Nevada,Monitor,Barley,BL03,31,0,point,2008,2225,0,NA,21,,6,,3,,124,34,526524,4275434,1,1
Nevada,Monitor,Barley,BL04,28,0,point,2008,2241,0,NA,18,,9,,3,,191,48,527520,4275949,1,1
Nevada,Monitor,Barley,BL05,31,0,point,2008,2245,0,NA,21,,6,,3,,191,48,527839,4276098,1,1
Nevada,Monitor,Barley,BL06,31,0,point,2008,2256,0,NA,21,,5,,11,,191,48,528178,4276244,1,1
Nevada,Monitor,Barley,BL07,31,0,point,2008,2258,0,NA,21,,5,,3,,191,48,528540,4276183,1,1
Nevada,Monitor,Barley,BL08,31,0,point,2008,2275,0,NA,21,,16,,8,,191,48,529291,4276396,1,1
Nevada,Monitor,Barley,BL09,31,1,point,2008,2283,0,NA,21,,9,,10,,191,48,529636,4276547,1,1
Nevada,Monitor,Barley,BL10,31,0,point,2008,2309,0,NA,21,,3,,6,,191,48,530218,4277084,1,1
Nevada,Monitor,Barley,BL11,31,0,point,2008,2318,0,NA,21,,10,,7,,191,48,530677,4277376,1,1
Nevada,Monitor,Barley,BL12,31,3,point,2008,2345,0,NA,21,,8,,2,,254,60,531363,4278415,1,1
Nevada,Monitor,Barley,BL13,31,0,point,2008,2359,0,NA,21,,11,,7,,254,60,531457,4278622,1,1
Nevada,Monitor,Barley,BL14,31,0,point,2008,2376,0,NA,21,,7,,7,,254,60,531603,4278935,1,1
Nevada,Monitor,Barley,BL15,31,0,point,2008,2389,0,NA,21,,11,,9,,254,60,531506,4279427,1,1
Nevada,Monitor,Barley,BL16,31,0,point,2008,2398,0,NA,21,,10,,6,,254,60,531518,4279788,1,1
Nevada,Toiyabe,Grass Springs,GS01,31,15,point,2008,2179,1,2006,21,12,6,9,19,,160,54,498568,4370386,1,0.666666667
Nevada,Toiyabe,Grass Springs,GS02,31,0,point,2008,2134,1,2006,21,12,17,6,17,,160,54,498766,4370378,1,0.666666667
Nevada,Toiyabe,Grass Springs,GS03,31,0,point,2008,2085,1,2006,21,2,4,6,13,,160,54,499376,4370360,1,0.666666667
Nevada,Toiyabe,Grass Springs,GS04,31,2,point,2008,2079,1,2006,21,0,4,0,21,,160,54,499391,4370537,1,0.666666667
Nevada,Toiyabe,Grass Springs,GS05,31,7,point,2008,2087,1,2006,21,16,10,19,16,,160,54,499165,4370619,1,0.666666667
Nevada,Toiyabe,Grass Springs,GS06,31,9,point,2008,2108,1,2006,21,12,12,19,17,,160,54,498953,4370678,1,0.666666667
Nevada,Toiyabe,Grass Springs,GS07,31,24,point,2008,2145,1,2006,21,11,5,0,19,,160,54,498729,4370665,1,0.666666667
Nevada,Toiyabe,Grass Springs,GS08,31,18,point,2008,2129,1,2006,21,16,9,13,17,,160,54,498840,4370884,1,0.666666667
Nevada,Toiyabe,Grass Springs,GS09,31,24,point,2008,2078,1,2006,21,6,1,6,16,,160,54,499234,4371042,1,0.666666667
Nevada,Toiyabe,Grass Springs,GS10,31,5,point,2008,2062,1,2006,21,6,7,19,19,,160,54,499449,4370812,1,0.666666667
Nevada,Shoshone,Underdown,UN0B1,31,16,point,2008,2083,1,2005,21,20,12,19,10,,104,40,466208,4334493,1,1
Nevada,Shoshone,Underdown,UN0B2,31,8,point,2008,2129,1,2005,21,15,16,15,21,,175,57,465679,4334701,1,1
Nevada,Shoshone,Underdown,UN0B3,31,15,point,2008,2135,1,2005,21,4,6,12,18,,175,57,465579,4334726,1,1
Nevada,Shoshone,Underdown,UN0B4,31,18,point,2008,2137,1,2005,21,1,9,13,14,,175,57,465472,4334801,1,1
Nevada,Shoshone,Underdown,UN0B5,31,14,point,2008,2231,1,2005,21,18,17,21,18,,175,57,464142,4335228,1,1
Nevada,Shoshone,Underdown,UN0B6,31,2,point,2008,2245,1,2005,21,5,17,19,20,,175,57,463923,4335318,1,1
Nevada,Shoshone,Underdown,UN0B7,31,1,point,2008,2259,1,2005,21,11,15,21,18,,175,57,463704,4335430,1,1
Nevada,Toiyabe,Wall,WA0B1,31,27,point,2008,2174,1,2001,21,,0,,19,,133,47,476751,4282806,1,1
Nevada,Toiyabe,Wall,WA0B2,31,30,point,2008,2212,1,2001,21,,4,,16,,183,64,476381,4283210,1,1
Nevada,Toiyabe,Wall,WA0B3,31,27,point,2008,2227,1,2001,21,,0,,18,,183,64,476328,4283496,1,1
Nevada,Toiyabe,Wall,WA0B4,30,25,point,2008,2263,1,2001,21,,5,,11,,183,64,475964,4283880,1,1
Nevada,Toiyabe,Wall,WA0B5,31,24,point,2008,2267,1,2001,21,,1,,10,,183,64,475713,4283998,1,1
Nevada,Toiyabe,Wall,WA0B6,31,25,point,2008,2321,1,2001,21,,3,,13,,183,64,475182,4284300,1,1
Nevada,Toiyabe,Wall,WA0B7,31,27,point,2008,2372,1,2001,21,,0,,9,,183,64,474706,4284574,1,1
Nevada,Toiyabe,Birch,BI0B1,31,27,point,2009,1900,1,2007,21,,9,,18,,132,127,499898,4358107,0,0.75
Nevada,Toiyabe,Birch,BI0B2,31,22,point,2009,1920,1,2007,21,,17,,16,,132,127,499642,4358265,0,0.75
Nevada,Toiyabe,Birch,BI0B3,31,26,point,2009,1929,1,2007,21,,6,,12,,132,127,499332,4358458,0,0.75
Nevada,Toiyabe,Birch,BI0B4,23,11,point,2009,1960,1,2007,13,,5,,6,,132,127,499077,4358851,0,0.75
Nevada,Toiyabe,Grass Springs,GS01,31,20,point,2009,2179,1,2006,21,12,9,9,14,,159,138,498568,4370386,1,0.75
Nevada,Toiyabe,Grass Springs,GS02,31,8,point,2009,2134,1,2006,21,12,13,6,17,,159,138,498766,4370378,1,0.75
Nevada,Toiyabe,Grass Springs,GS03,31,1,point,2009,2085,1,2006,21,2,7,6,20,,159,138,499376,4370360,1,0.75
Nevada,Toiyabe,Grass Springs,GS04,31,5,point,2009,2079,1,2006,21,0,4,0,19,,159,138,499391,4370537,1,0.75
Nevada,Toiyabe,Grass Springs,GS05,31,13,point,2009,2087,1,2006,21,16,10,19,14,,159,138,499165,4370619,1,0.75
Nevada,Toiyabe,Grass Springs,GS06,31,18,point,2009,2108,1,2006,21,12,10,19,18,,159,138,498953,4370678,1,0.75
Nevada,Toiyabe,Grass Springs,GS07,31,28,point,2009,2145,1,2006,21,11,2,0,11,,159,138,498729,4370665,1,0.75
Nevada,Toiyabe,Grass Springs,GS08,31,22,point,2009,2129,1,2006,21,16,10,13,13,,159,138,498840,4370884,1,0.75
Nevada,Toiyabe,Grass Springs,GS09,31,30,point,2009,2078,1,2006,21,6,2,6,5,,159,138,499234,4371042,1,0.75
Nevada,Toiyabe,Grass Springs,GS10,31,11,point,2009,2062,1,2006,21,6,10,19,18,,159,138,499449,4370812,1,0.75
Nevada,Shoshone,Underdown,UN02.2,31,16,point,2009,2147,1,2002,21,,14,,9,,175,162,465345,4334870,1,1
Nevada,Shoshone,Underdown,UN03.1,31,16,point,2009,2207,1,2002,21,,14,,10,,175,162,464392,4335151,1,1
Nevada,Shoshone,Underdown,UN03.2,31,18,point,2009,2246,1,2005,21,,12,,14,,175,162,463859,4335420,1,1
Nevada,Shoshone,Underdown,UN0B1,31,18,point,2009,2083,1,2005,21,20,6,19,10,,97,103,466208,4334493,1,1
Nevada,Shoshone,Underdown,UN0B2,31,17,point,2009,2129,1,2005,21,15,4,15,15,,175,162,465679,4334701,1,1
Nevada,Shoshone,Underdown,UN0B3,31,22,point,2009,2135,1,2005,21,4,6,12,15,,175,162,465579,4334726,1,1
Nevada,Shoshone,Underdown,UN0B4,31,23,point,2009,2137,1,2005,21,1,9,13,13,,175,162,465472,4334801,1,1
Nevada,Shoshone,Underdown,UN0B5,31,23,point,2009,2231,1,2005,21,18,15,21,16,,175,162,464142,4335228,1,1
Nevada,Shoshone,Underdown,UN0B6,31,1,point,2009,2245,1,2005,21,5,16,19,19,,175,162,463923,4335318,1,1
Nevada,Shoshone,Underdown,UN0B7,31,3,point,2009,2259,1,2005,21,11,11,21,19,,175,162,463704,4335430,1,1
Nevada,Toiyabe,Wall,WA03.2,31,24,point,2009,2201,1,2001,21,,15,,7,,138,135,476504,4283065,1,1
Nevada,Toiyabe,Wall,WA04.1,31,21,point,2009,2260,0,NA,21,,2,,15,,190,183,475818,4283922,1,1
Nevada,Toiyabe,Wall,WA04.2,31,17,point,2009,2303,1,2001,21,,11,,4,,190,183,475454,4284265,1,1
Nevada,Toiyabe,Wall,WA05.1,31,29,point,2009,2356,1,2001,21,,11,,7,,190,183,474874,4284514,1,1
Nevada,Toiyabe,Wall,WA05.2,31,22,point,2009,2414,1,2001,21,,9,,6,,190,183,474577,4284907,1,1
Nevada,Toiyabe,Wall,WA06.1,31,25,point,2009,2405,1,2001,21,,5,,7,,190,183,474931,4284883,1,1
Nevada,Toiyabe,Wall,WA0B1,31,29,point,2009,2174,1,2001,21,,1,,18,,138,135,476751,4282806,1,1
Nevada,Toiyabe,Wall,WA0B2,31,29,point,2009,2212,1,2001,21,,2,,8,,190,183,476381,4283210,1,1
Nevada,Toiyabe,Wall,WA0B3,31,26,point,2009,2227,1,2001,21,,1,,17,,190,183,476328,4283496,1,1
Nevada,Toiyabe,Wall,WA0B4,31,21,point,2009,2263,1,2001,21,,1,,14,,190,183,475964,4283880,1,1
Nevada,Toiyabe,Wall,WA0B5,31,28,point,2009,2267,1,2001,21,,9,,7,,190,183,475713,4283998,1,1
Nevada,Toiyabe,Wall,WA0B6,31,22,point,2009,2321,1,2001,21,,0,,2,,190,183,475182,4284300,1,1
Nevada,Toiyabe,Wall,WA0B7,31,28,point,2009,2372,1,2001,21,,4,,8,,190,183,474706,4284574,1,1
Nevada,Toiyabe,Birch,BI0B1,31,30,point,2011,1900,1,2007,21,,12,,15,,235,94,499898,4358107,1,0.833333333
Nevada,Toiyabe,Birch,BI0B2,31,29,point,2011,1920,1,2007,21,,11,,12,,235,94,499642,4358265,1,0.833333333
Nevada,Toiyabe,Birch,BI0B3,31,29,point,2011,1929,1,2007,21,,15,,7,,235,94,499332,4358458,1,0.833333333
Nevada,Toiyabe,Birch,BI0B4,31,17,point,2011,1960,1,2007,21,,12,,15,,235,94,499077,4358851,1,0.833333333
Nevada,Toiyabe,Birch,BISG01,31,20,point,2011,1923,1,2007,21,,13,,13,,235,94,499415,4358456,1,0.833333333
Nevada,Toiyabe,Birch,BISG02,31,20,point,2011,1919,1,2007,21,,10,,10,,235,94,499499,4358407,1,0.833333333
Nevada,Toiyabe,Birch,BISG03,31,18,point,2011,1905,1,2007,21,,15,,14,,235,94,499618,4358276,1,0.833333333
