state,range,canyon or area,point,num_samples_BRTE,BRTEcount,mtype,year,elevation,burned,firstGS,num_samples_grass&forb,igrass,grasscvr,iforb,forbcvr,grazed,wtprecip,spprecip,UTMx (NAD83 zone 11),UTMy (NAD83 zone 11),grazed,prop_grazed
Nevada,Toiyabe,Birch,BISG04,22,13,point,2011,1904,1,2007,16,,13,,9,,235,94,499704,4358234,1,0.833333333
Nevada,Toiyabe,Birch,BISG05,31,21,point,2011,1898,1,2007,21,,17,,16,,235,94,499786,4358187,1,0.833333333
Nevada,Toiyabe,Birch,BISG06,31,20,point,2011,1894,1,2007,21,,15,,16,,235,94,499869,4358135,1,0.833333333
Nevada,Toiyabe,Birch,BISG07,31,20,point,2011,1894,1,2007,21,,11,,14,,235,94,499925,4358107,1,0.833333333
Nevada,Toiyabe,Birch,BISG08,31,21,point,2011,1886,1,2007,21,,5,,17,,235,94,500026,4358096,1,0.833333333
Nevada,Monitor,Charnoc North,CBNSG01,31,0,point,2011,2446,0,NA,21,,19,,19,,256,112,546077,4349281,1,1
Nevada,Monitor,Charnoc North,CBNSG02,31,0,point,2011,2446,0,NA,21,,13,,14,,256,112,546176,4349266,1,1
Nevada,Monitor,Charnoc North,CBNSG03,31,0,point,2011,2446,0,NA,21,,20,,17,,256,112,546070,4349248,1,1
Nevada,Monitor,Charnoc North,CBNSG04,31,0,point,2011,2446,0,NA,21,,18,,21,,256,112,546169,4349237,1,1
Nevada,Monitor,Charnoc North,CBNSG05,10,0,point,2011,2446,0,NA,,,,,,,256,112,546221,4349275,1,1
Nevada,Monitor,Charnoc North,CBNSG06,31,0,point,2011,2446,0,NA,21,,14,,16,,256,112,546311,4349239,1,1
Nevada,Monitor,Charnoc North,CBNSG07,31,0,point,2011,2445,0,NA,21,,20,,19,,256,112,546221,4349242,1,1
Nevada,Monitor,Charnoc North,CBNSG08,10,0,point,2011,2446,0,NA,,,,,,,256,112,546312,4349205,1,1
Nevada,Monitor,Charnoc North,CBNSG09,31,0,point,2011,2446,0,NA,21,,19,,14,,256,112,546120,4350090,1,1
Nevada,Monitor,Charnoc North,CBNSG10,31,0,point,2011,2446,0,NA,21,,18,,18,,256,112,546108,4349991,1,1
Nevada,Monitor,Charnoc North,CBNSG11,31,0,point,2011,2445,0,NA,21,,19,,21,,256,112,546083,4350089,1,1
Nevada,Monitor,Charnoc North,CBNSG12,31,0,point,2011,2445,0,NA,21,,18,,19,,256,112,546079,4349994,1,1
Nevada,Monitor,Charnoc North,CBNSG13,31,0,point,2011,2446,0,NA,21,,19,,19,,256,112,546054,4349785,1,1
Nevada,Monitor,Charnoc North,CBNSG14,31,0,point,2011,2446,0,NA,21,,20,,14,,256,112,546035,4349684,1,1
Nevada,Monitor,Charnoc North,CBNSG15,31,0,point,2011,2446,0,NA,21,,19,,19,,256,112,546048,4349787,1,1
Nevada,Monitor,Charnoc North,CBNSG16,31,0,point,2011,2447,0,NA,21,,18,,19,,256,112,546022,4349688,1,1
Nevada,Monitor,Charnoc South,CBSSG01,31,0,point,2011,2414,0,NA,21,,15,,11,,252,109,545790,4345796,1,1
Nevada,Monitor,Charnoc South,CBSSG02,31,0,point,2011,2414,0,NA,21,,18,,12,,252,109,545720,4345865,1,1
Nevada,Monitor,Charnoc South,CBSSG03,31,0,point,2011,2414,0,NA,21,,19,,15,,252,109,545769,4345787,1,1
Nevada,Monitor,Charnoc South,CBSSG04,31,0,point,2011,2414,0,NA,21,,17,,14,,252,109,545692,4345851,1,1
Nevada,Monitor,Charnoc South,CBSSG05,31,0,point,2011,2386,0,NA,42,,38,,33,,252,109,545686,4345898,1,1
Nevada,Monitor,Charnoc South,CBSSG06,31,0,point,2011,2388,0,NA,21,,17,,11,,252,109,545606,4345967,1,1
Nevada,Monitor,Charnoc South,CBSSG07,31,0,point,2011,2391,0,NA,21,,19,,10,,252,109,545681,4345895,1,1
Nevada,Monitor,Charnoc South,CBSSG08,31,0,point,2011,2392,0,NA,42,,34,,33,,252,109,545608,4345956,1,1
Nevada,Monitor,Charnoc South,CBSSG09,31,0,point,2011,2393,0,NA,21,,20,,15,,252,109,545553,4345981,1,1
Nevada,Monitor,Charnoc South,CBSSG10,31,0,point,2011,2393,0,NA,21,,10,,15,,252,109,545475,4346035,1,1
Nevada,Monitor,Charnoc South,CBSSG11,31,0,point,2011,2394,0,NA,21,,20,,17,,252,109,545565,4346000,1,1
Nevada,Monitor,Charnoc South,CBSSG12,31,0,point,2011,2395,0,NA,21,,16,,18,,252,109,545485,4346054,1,1
Nevada,Monitor,Charnoc South,CBSSG13,31,0,point,2011,2396,0,NA,21,,16,,17,,252,109,545077,4346261,1,1
Nevada,Monitor,Charnoc South,CBSSG14,31,0,point,2011,2396,0,NA,21,,17,,14,,252,109,545099,4346352,1,1
Nevada,Monitor,Charnoc South,CBSSG15,31,0,point,2011,2397,0,NA,21,,10,,19,,252,109,545098,4346257,1,1
Nevada,Monitor,Charnoc South,CBSSG16,31,0,point,2011,2397,0,NA,21,,19,,21,,252,109,545119,4346352,1,1
Nevada,Monitor,Elkhorn,EH01,31,0,point,2011,2275,1,2009,21,,1,,19,,315,138,530390,4271303,1,1
Nevada,Monitor,Elkhorn,EH02,31,0,point,2011,2318,1,2009,21,,5,,18,,315,138,530128,4271033,1,1
Nevada,Monitor,Elkhorn,EH03,31,3,point,2011,2334,1,2009,21,,0,,19,,315,138,530010,4271331,1,1
Nevada,Monitor,Elkhorn,EH04,31,2,point,2011,2351,1,2009,21,,0,,21,,315,138,530210,4271544,1,1
Nevada,Monitor,Elkhorn,EHSG01,31,0,point,2011,2307,1,2009,21,,2,,18,,315,138,530111,4271108,1,1
Nevada,Monitor,Elkhorn,EHSG02,31,0,point,2011,2302,1,2009,21,,19,,0,,315,138,530200,4271151,1,1
Nevada,Monitor,Elkhorn,EHSG03,31,3,point,2011,2307,1,2009,21,,1,,21,,315,138,530086,4271145,1,1
Nevada,Monitor,Elkhorn,EHSG04,31,0,point,2011,2297,1,2009,21,,3,,19,,315,138,530178,4271179,1,1
Nevada,Monitor,Elkhorn,EHSG05,31,0,point,2011,2319,1,2009,21,,0,,16,,315,138,530018,4271269,1,1
Nevada,Monitor,Elkhorn,EHSG06,31,1,point,2011,2304,1,2009,21,,1,,20,,315,138,530114,4271251,1,1
Nevada,Monitor,Elkhorn,EHSG07,30,0,point,2011,2320,1,2009,20,,0,,18,,315,138,530069,4271532,1,1
Nevada,Monitor,Elkhorn,EHSG08,31,1,point,2011,2305,1,2009,21,,0,,21,,315,138,530110,4271438,1,1
Nevada,Monitor,Elkhorn,EHSG09,31,0,point,2011,2325,1,2009,21,,0,,19,,315,138,530100,4271548,1,1
Nevada,Monitor,Elkhorn,EHSG10,31,0,point,2011,2314,1,2009,21,,0,,21,,315,138,530130,4271450,1,1
Nevada,Toiyabe,Grass Springs,GS01,31,31,point,2011,2179,1,2006,21,12,9,9,13,,262,118,498568,4370386,1,0.833333333
Nevada,Toiyabe,Grass Springs,GS02,31,20,point,2011,2134,1,2006,21,12,17,6,20,,262,118,498766,4370378,1,0.833333333
Nevada,Toiyabe,Grass Springs,GS03,31,27,point,2011,2085,1,2006,21,2,8,6,20,,262,118,499376,4370360,1,0.833333333
Nevada,Toiyabe,Grass Springs,GS04,31,29,point,2011,2079,1,2006,21,0,7,0,21,,262,118,499391,4370537,1,0.833333333
Nevada,Toiyabe,Grass Springs,GS05,31,31,point,2011,2087,1,2006,21,16,14,19,17,,262,118,499165,4370619,1,0.833333333
Nevada,Toiyabe,Grass Springs,GS06,31,31,point,2011,2108,1,2006,21,12,8,19,20,,262,118,498953,4370678,1,0.833333333
Nevada,Toiyabe,Grass Springs,GS07,31,29,point,2011,2145,1,2006,21,11,3,0,14,,262,118,498729,4370665,1,0.833333333
Nevada,Toiyabe,Grass Springs,GS08,31,27,point,2011,2129,1,2006,21,16,10,13,17,,262,118,498840,4370884,1,0.833333333
Nevada,Toiyabe,Grass Springs,GS09,31,30,point,2011,2078,1,2006,21,6,5,6,5,,262,118,499234,4371042,1,0.833333333
Nevada,Toiyabe,Grass Springs,GS10,31,28,point,2011,2062,1,2006,21,6,11,19,20,,262,118,499449,4370812,1,0.833333333
Nevada,Toiyabe,Grass Springs,GSSG01,31,17,point,2011,2089,1,2006,21,,17,,19,,262,118,499141,4370513,1,0.833333333
Nevada,Toiyabe,Grass Springs,GSSG02,31,31,point,2011,2091,1,2006,21,,15,,18,,262,118,499116,4370414,1,0.833333333
Nevada,Toiyabe,Grass Springs,GSSG03,31,14,point,2011,2090,1,2006,21,,18,,21,,262,118,499107,4370515,1,0.833333333
Nevada,Toiyabe,Grass Springs,GSSG04,31,28,point,2011,2095,1,2006,21,,19,,19,,262,118,499080,4370419,1,0.833333333
Nevada,Toiyabe,Grass Springs,GSSG05,31,22,point,2011,2097,1,2006,21,,20,,20,,262,118,499043,4370518,1,0.833333333
Nevada,Toiyabe,Grass Springs,GSSG06,31,27,point,2011,2099,1,2006,21,,10,,11,,262,118,499014,4370426,1,0.833333333
Nevada,Toiyabe,Grass Springs,GSSG07,31,30,point,2011,2099,1,2006,21,,14,,21,,262,118,499008,4370531,1,0.833333333
Nevada,Toiyabe,Grass Springs,GSSG08,31,31,point,2011,2104,1,2006,21,,7,,18,,262,118,498976,4370428,1,0.833333333
Nevada,Toiyabe,Grass Springs,GSSG09,31,30,point,2011,2112,1,2006,21,,11,,16,,262,118,498935,4370523,1,0.833333333
Nevada,Toiyabe,Grass Springs,GSSG10,31,27,point,2011,2109,1,2006,21,,12,,14,,262,118,498927,4370418,1,0.833333333
Nevada,Toiyabe,Grass Springs,GSSG11,31,31,point,2011,2117,1,2006,21,,5,,10,,262,118,498902,4370511,1,0.833333333
Nevada,Toiyabe,Grass Springs,GSSG12,31,30,point,2011,2110,1,2006,21,,4,,16,,262,118,498892,4370412,1,0.833333333
Nevada,Shoshone,Underdown,UN02.2,31,27,point,2011,2147,1,2002,21,,19,,2,,303,104,465345,4334870,1,1
Nevada,Shoshone,Underdown,UN03.1,31,28,point,2011,2207,1,2002,21,,13,,7,,303,104,464392,4335151,1,1
Nevada,Shoshone,Underdown,UN03.2,31,23,point,2011,2246,1,2005,21,,11,,14,,303,104,463859,4335420,1,1
Nevada,Shoshone,Underdown,UN0B1,31,31,point,2011,2083,1,2005,21,20,20,19,10,,190,60,466208,4334493,1,1
Nevada,Shoshone,Underdown,UN0B2,31,30,point,2011,2129,1,2005,21,15,17,15,19,,303,104,465679,4334701,1,1
Nevada,Shoshone,Underdown,UN0B3,31,30,point,2011,2135,1,2005,21,4,11,12,16,,303,104,465579,4334726,1,1
Nevada,Shoshone,Underdown,UN0B4,31,31,point,2011,2137,1,2005,21,1,6,13,6,,303,104,465472,4334801,1,1
Nevada,Shoshone,Underdown,UN0B5,31,28,point,2011,2231,1,2005,21,18,6,21,19,,303,104,464142,4335228,1,1
Nevada,Shoshone,Underdown,UN0B6,31,29,point,2011,2245,1,2005,21,5,14,19,16,,303,104,463923,4335318,1,1
Nevada,Shoshone,Underdown,UN0B7,31,27,point,2011,2259,1,2005,21,11,11,21,21,,303,104,463704,4335430,1,1
Nevada,Toiyabe,Wall,WA03.1,31,17,point,2011,2151,1,2001,21,,8,,12,,243,101,477057,4282690,1,1
Nevada,Toiyabe,Wall,WA03.2,31,29,point,2011,2201,1,2001,21,,6,,10,,243,101,476504,4283065,1,1
Nevada,Toiyabe,Wall,WA04.2,31,31,point,2011,2303,1,2001,21,,3,,8,,323,142,475454,4284265,1,1
Nevada,Toiyabe,Wall,WA05.1,31,29,point,2011,2356,1,2001,21,,7,,8,,323,142,474874,4284514,1,1
Nevada,Toiyabe,Wall,WA05.2,31,29,point,2011,2414,1,2001,21,,4,,10,,323,142,474577,4284907,1,1
Nevada,Toiyabe,Wall,WA06.1,31,22,point,2011,2405,1,2001,21,,2,,10,,323,142,474931,4284883,1,1
Nevada,Toiyabe,Wall,WA0B1,31,31,point,2011,2174,1,2001,21,,2,,10,,243,101,476751,4282806,1,1
Nevada,Toiyabe,Wall,WA0B2,31,28,point,2011,2212,1,2001,21,,4,,10,,323,142,476381,4283210,1,1
Nevada,Toiyabe,Wall,WA0B3,31,28,point,2011,2227,1,2001,21,,1,,10,,323,142,476328,4283496,1,1
Nevada,Toiyabe,Wall,WA0B4,31,27,point,2011,2263,1,2001,21,,5,,14,,323,142,475964,4283880,1,1
Nevada,Toiyabe,Wall,WA0B5,31,26,point,2011,2267,1,2001,21,,2,,8,,323,142,475713,4283998,1,1
Nevada,Toiyabe,Wall,WA0B6,31,27,point,2011,2321,1,2001,21,,2,,11,,323,142,475182,4284300,1,1
Nevada,Toiyabe,Wall,WA0B7,31,22,point,2011,2372,1,2001,21,,3,,6,,323,142,474706,4284574,1,1
Nevada,Toiyabe,Wall,WASG01,31,29,point,2011,2191,1,2001,21,,6,,18,,243,101,476468,4282887,1,1
Nevada,Toiyabe,Wall,WASG02,31,31,point,2011,2203,1,2001,21,,7,,12,,243,101,476418,4282970,1,1
Nevada,Toiyabe,Wall,WASG03,31,29,point,2011,2192,1,2001,21,,9,,12,,243,101,476446,4282875,1,1
Nevada,Toiyabe,Wall,WASG04,31,28,point,2011,2198,1,2001,21,,6,,14,,243,101,476388,4282949,1,1
Nevada,Toiyabe,Wall,WASG05,31,30,point,2011,2207,1,2001,21,,6,,14,,243,101,476385,4282641,1,1
Nevada,Toiyabe,Wall,WASG06,31,30,point,2011,2206,1,2001,21,,5,,18,,243,101,476441,4282701,1,1
Nevada,Toiyabe,Wall,WASG07,31,31,point,2011,2208,1,2001,21,,1,,16,,243,101,476388,4282739,1,1
Nevada,Toiyabe,Wall,WASG08,31,30,point,2011,2214,1,2001,21,,8,,11,,243,101,476355,4282651,1,1
Nevada,Toiyabe,Wall,WASG09,31,31,point,2011,2243,1,2001,21,,3,,13,,323,142,475918,4283782,1,1
Nevada,Toiyabe,Wall,WASG10,31,30,point,2011,2265,1,2001,21,,5,,12,,323,142,475822,4283733,1,1
Nevada,Toiyabe,Wall,WASG11,31,29,point,2011,2254,1,2001,21,,7,,17,,323,142,475820,4283864,1,1
Nevada,Toiyabe,Wall,WASG12,31,30,point,2011,2268,1,2001,21,,5,,19,,323,142,475741,4283805,1,1
Nevada,Monitor,Allison,AL14,10,0,point,2012,2285,0,NA,,,,,,,117,31,544647,4347369,1,1
Nevada,Monitor,Allison,AL15,10,0,point,2012,2325,0,NA,,,,,,,133,36,545072,4348363,1,1
Nevada,Monitor,Allison,AL16,10,0,point,2012,2394,0,NA,,,,,,,133,36,545895,4349257,1,1
Nevada,Monitor,Allison,AL17,10,0,point,2012,2487,0,NA,,,,,,,133,36,547012,4351091,1,1
Nevada,Monitor,Allison,AL18,10,0,point,2012,2397,0,NA,,,,,,,133,36,547741,4351223,1,1
Nevada,Monitor,Allison,AL19,10,0,point,2012,2280,0,NA,,,,,,,112,30,548712,4351888,1,1
Nevada,Monitor,Allison,AL20,10,1,point,2012,2227,0,NA,,,,,,,112,30,549703,4352135,1,1
Nevada,Monitor,Allison,AL21,10,0,point,2012,2209,0,NA,,,,,,,112,30,549951,4352294,1,1
Nevada,Monitor,Allison,AL22,10,0,point,2012,2179,0,NA,,,,,,,112,30,550268,4352752,1,1
Nevada,Toquima,Antone,AN01.1,10,0,point,2012,2403,0,NA,,,,,,,178,49,508271,4280080,1,1
Nevada,Toquima,Antone,AN01.2,10,0,point,2012,2425,0,NA,,,,,,,178,49,507742,4279834,1,1
Nevada,Toquima,Antone,AN01.3,10,0,point,2012,2450,0,NA,,,,,,,178,49,507392,4279847,1,1
Nevada,Toquima,Antone,AN02.1,10,0,point,2012,2486,0,NA,,,,,,,178,49,506905,4279511,1,1
Nevada,Toquima,Antone,AN02.2,10,10,point,2012,2518,0,NA,,,,,,,178,49,506461,4279457,1,1
Nevada,Toquima,Antone,AN03.1,10,10,point,2012,2604,0,NA,,,,,,,178,49,505591,4279341,1,1
Nevada,Toquima,Antone,AN03.2,10,0,point,2012,2658,0,NA,,,,,,,232,64,505178,4279056,1,1
Nevada,Toquima,Antone,AN04.1,10,0,point,2012,2735,0,NA,,,,,,,232,64,504693,4278945,1,1
Nevada,Shoshone,Barrett,BA01.1,10,5,point,2012,2156,0,NA,,,,,,,112,40,457842,4326960,1,1
Nevada,Shoshone,Barrett,BA01.2,10,8,point,2012,2180,0,NA,,,,,,,112,40,457435,4327193,1,1
Nevada,Shoshone,Barrett,BA02.1,10,10,point,2012,2263,0,NA,,,,,,,112,40,456127,4327497,1,1
Nevada,Shoshone,Barrett,BA02.2,10,5,point,2012,2282,0,NA,,,,,,,112,40,455870,4327620,1,1
Nevada,Shoshone,Barrett,BA03.1,10,2,point,2012,2364,0,NA,,,,,,,156,57,454833,4327629,1,1
Nevada,Shoshone,Barrett,BA03.2,10,10,point,2012,2395,0,NA,,,,,,,156,57,454493,4327634,1,1
Nevada,Shoshone,Barrett,BA04.1,10,7,point,2012,2455,0,NA,,,,,,,156,57,453911,4327755,1,1
Nevada,Shoshone,Barrett,BA04.2,10,1,point,2012,2468,0,NA,,,,,,,156,57,453813,4327895,1,1
Nevada,Shoshone,Barrett,BA05.1,10,10,point,2012,2518,0,NA,,,,,,,156,57,453507,4328236,1,1
Nevada,Shoshone,Barrett,BA05.2,10,7,point,2012,2554,0,NA,,,,,,,156,57,453312,4328349,1,1
Nevada,Shoshone,Barrett,BA06.1,10,8,point,2012,2640,0,NA,,,,,,,141,51,453038,4328612,1,1
Nevada,Shoshone,Barrett,BA06.2,10,7,point,2012,2679,0,NA,,,,,,,141,51,452941,4328666,1,1
Nevada,Shoshone,Becker,BE01.1,31,2,point,2012,2166,0,NA,21,,13,,1,,76,28,459535,4327971,1,1
Nevada,Shoshone,Becker,BE01.2,31,0,point,2012,2188,0,NA,21,,19,,7,,76,28,459363,4328408,1,1
Nevada,Shoshone,Becker,BE02.1,31,6,point,2012,2241,0,NA,21,,12,,7,,141,50,459244,4329392,1,1
Nevada,Shoshone,Becker,BE02.2,31,9,point,2012,2248,0,NA,21,,12,,3,,141,50,459307,4329527,1,1
Nevada,Shoshone,Becker,BE03.1,31,0,point,2012,2359,0,NA,21,,16,,3,,141,50,459789,4330635,1,1
Nevada,Shoshone,Becker,BE03.2,31,0,point,2012,2373,0,NA,21,,14,,5,,141,50,459844,4330725,1,1
Nevada,Toiyabe,Birch,BI01.1,26,4,point,2012,1966,0,NA,16,,8,,2,,105,36,498887,4358987,1,0.857142857
Nevada,Toiyabe,Birch,BI01.2,31,1,point,2012,1991,0,NA,21,,17,,3,,105,36,498570,4359048,1,0.857142857
Nevada,Toiyabe,Birch,BI02.1,27,4,point,2012,2058,0,NA,17,,10,,5,,204,77,497584,4359812,1,0.857142857
Nevada,Toiyabe,Birch,BI02.2,25,8,point,2012,2105,0,NA,15,,8,,5,,204,77,497212,4360036,1,0.857142857
Nevada,Toiyabe,Birch,BI03.1,26,1,point,2012,2122,0,NA,16,,1,,4,,204,77,497171,4360414,1,0.857142857
Nevada,Toiyabe,Birch,BI03.2,31,4,point,2012,2153,0,NA,21,,8,,4,,191,70,496976,4360740,1,0.857142857
Nevada,Toiyabe,Birch,BI03.3,31,4,point,2012,2158,0,NA,21,,16,,8,,191,70,496572,4361012,1,0.857142857
Nevada,Toiyabe,Birch,BI04.1,31,1,point,2012,2211,0,NA,21,,11,,9,,191,70,496016,4362190,1,0.857142857
Nevada,Toiyabe,Birch,BI04.2,31,9,point,2012,2231,0,NA,21,,9,,15,,191,70,495899,4362638,1,0.857142857
Nevada,Toiyabe,Birch,BI04.3,31,4,point,2012,2324,0,NA,21,,15,,13,,191,70,496025,4363900,1,0.857142857
Nevada,Toiyabe,Birch,BI05.1,31,9,point,2012,2376,0,NA,21,,7,,8,,191,70,496070,4364329,1,0.857142857
Nevada,Toiyabe,Birch,BI05.2,31,12,point,2012,2410,0,NA,21,,10,,12,,191,70,495912,4364636,1,0.857142857
Nevada,Toiyabe,Birch,BI06.1,30,5,point,2012,2484,0,NA,20,,11,,12,,191,70,495419,4364918,1,0.857142857
Nevada,Toiyabe,Birch,BI06.2,31,5,point,2012,2524,0,NA,21,,8,,13,,191,70,495236,4365279,1,0.857142857
Nevada,Toiyabe,Birch,BI07.1,31,3,point,2012,2555,0,NA,21,,17,,11,,173,59,495466,4365710,1,0.714285714
Nevada,Toiyabe,Birch,BI07.2,31,1,point,2012,2586,0,NA,21,,5,,16,,173,59,495570,4366063,1,0.714285714
Nevada,Toiyabe,Birch,BI0B1,31,21,point,2012,1900,1,2007,21,,2,,12,,105,36,499898,4358107,1,0.857142857
Nevada,Toiyabe,Birch,BI0B2,31,16,point,2012,1920,1,2007,21,,8,,7,,105,36,499642,4358265,1,0.857142857
Nevada,Toiyabe,Birch,BI0B3,31,27,point,2012,1929,1,2007,21,,1,,11,,105,36,499332,4358458,1,0.857142857
Nevada,Toiyabe,Birch,BI0B4,26,11,point,2012,1960,1,2007,16,,11,,9,,105,36,499077,4358851,1,0.857142857
Nevada,Monitor,Barley,BL01,10,0,point,2012,2249,0,NA,,,,,,,110,29,526371,4274731,1,1
Nevada,Monitor,Barley,BL02,10,0,point,2012,2240,0,NA,,,,,,,110,29,526460,4275079,1,1
Nevada,Monitor,Barley,BL03,10,0,point,2012,2225,0,NA,,,,,,,110,29,526524,4275434,1,1
Nevada,Monitor,Barley,BL04,10,0,point,2012,2241,0,NA,,,,,,,165,44,527520,4275949,1,1
Nevada,Monitor,Barley,BL05,10,0,point,2012,2245,0,NA,,,,,,,165,44,527839,4276098,1,1
Nevada,Monitor,Barley,BL06,10,0,point,2012,2256,0,NA,,,,,,,165,44,528178,4276244,1,1
Nevada,Monitor,Barley,BL07,10,0,point,2012,2258,0,NA,,,,,,,165,44,528540,4276183,1,1
Nevada,Monitor,Barley,BL08,10,1,point,2012,2275,0,NA,,,,,,,165,44,529291,4276396,1,1
Nevada,Monitor,Barley,BL09,10,2,point,2012,2283,0,NA,,,,,,,165,44,529636,4276547,1,1
Nevada,Monitor,Barley,BL10,10,0,point,2012,2309,0,NA,,,,,,,165,44,530218,4277084,1,1
Nevada,Monitor,Barley,BL11,10,0,point,2012,2318,0,NA,,,,,,,165,44,530677,4277376,1,1
Nevada,Monitor,Barley,BL12,10,0,point,2012,2345,0,NA,,,,,,,216,55,531363,4278415,1,1
Nevada,Monitor,Barley,BL13,10,1,point,2012,2359,0,NA,,,,,,,216,55,531457,4278622,1,1
Nevada,Monitor,Barley,BL14,10,0,point,2012,2376,0,NA,,,,,,,216,55,531603,4278935,1,1
Nevada,Monitor,Barley,BL15,10,0,point,2012,2389,0,NA,,,,,,,216,55,531506,4279427,1,1
Nevada,Monitor,Barley,BL16,10,0,point,2012,2398,0,NA,,,,,,,216,55,531518,4279788,1,1
Nevada,Monitor,Charnoc North,CBN01,10,0,point,2012,2422,0,NA,,,,,,,133,36,546194,4349269,1,1
Nevada,Monitor,Charnoc North,CBN02,10,0,point,2012,2457,0,NA,,,,,,,133,36,546476,4349215,1,1
Nevada,Monitor,Charnoc North,CBN04,10,0,point,2012,2425,0,NA,,,,,,,133,36,546131,4350086,1,1
Nevada,Monitor,Charnoc North,CBN05,10,0,point,2012,2413,0,NA,,,,,,,133,36,546053,4349771,1,1
Nevada,Monitor,Charnoc South,CBS01,10,0,point,2012,2341,0,NA,,,,,,,130,35,545790,4345796,1,1
Nevada,Monitor,Charnoc South,CBS02,10,0,point,2012,2339,0,NA,,,,,,,130,35,545551,4345989,1,1
Nevada,Monitor,Charnoc South,CBS03,10,0,point,2012,2328,0,NA,,,,,,,130,35,545275,4346025,1,1
Nevada,Monitor,Charnoc South,CBS04,10,0,point,2012,2330,0,NA,,,,,,,130,35,545075,4346243,1,1
Nevada,Monitor,Charnoc South,CBS05,10,0,point,2012,2336,0,NA,,,,,,,130,35,544990,4346534,1,1
Nevada,Monitor,Elkhorn,EH01,10,5,point,2012,2275,1,2009,,,,,,,149,39,530390,4271303,1,1
Nevada,Monitor,Elkhorn,EH02,10,4,point,2012,2318,1,2009,,,,,,,149,39,530128,4271033,1,1
Nevada,Monitor,Elkhorn,EH03,10,2,point,2012,2334,1,2009,,,,,,,149,39,530010,4271331,1,1
Nevada,Monitor,Elkhorn,EH04,10,0,point,2012,2351,1,2009,,,,,,,149,39,530210,4271544,1,1
Nevada,Toiyabe,Grass Springs,GS01,10,10,point,2012,2179,1,2006,,12,,9,,,126,43,498568,4370386,1,0.857142857
Nevada,Toiyabe,Grass Springs,GS02,10,6,point,2012,2134,1,2006,,12,,6,,,126,43,498766,4370378,1,0.857142857
Nevada,Toiyabe,Grass Springs,GS03,10,8,point,2012,2085,1,2006,,2,,6,,,126,43,499376,4370360,1,0.857142857
Nevada,Toiyabe,Grass Springs,GS04,10,10,point,2012,2079,1,2006,,0,,0,,,126,43,499391,4370537,1,0.857142857
Nevada,Toiyabe,Grass Springs,GS05,10,10,point,2012,2087,1,2006,,16,,19,,,126,43,499165,4370619,1,0.857142857
Nevada,Toiyabe,Grass Springs,GS06,10,10,point,2012,2108,1,2006,,12,,19,,,126,43,498953,4370678,1,0.857142857
Nevada,Toiyabe,Grass Springs,GS07,10,10,point,2012,2145,1,2006,,11,,0,,,126,43,498729,4370665,1,0.857142857
Nevada,Toiyabe,Grass Springs,GS08,10,10,point,2012,2129,1,2006,,16,,13,,,126,43,498840,4370884,1,0.857142857
Nevada,Toiyabe,Grass Springs,GS09,10,10,point,2012,2078,1,2006,,6,,6,,,126,43,499234,4371042,1,0.857142857
Nevada,Toiyabe,Grass Springs,GS10,10,10,point,2012,2062,1,2006,,6,,19,,,126,43,499449,4370812,1,0.857142857
Nevada,Toiyabe,Jett,JE01.1,10,5,point,2012,1972,0,NA,,,,,,,72,20,481292,4286426,0,0
Nevada,Toiyabe,Jett,JE01.2,10,7,point,2012,1978,0,NA,,,,,,,72,20,480943,4286510,0,0
Nevada,Toiyabe,Jett,JE01.3,10,5,point,2012,2016,0,NA,,,,,,,72,20,480602,4286575,0,0
Nevada,Toiyabe,Jett,JE02.1,10,4,point,2012,2051,0,NA,,,,,,,166,52,480042,4286915,0,0
Nevada,Toiyabe,Jett,JE02.2,10,0,point,2012,2085,0,NA,,,,,,,166,52,479554,4287084,0,0
Nevada,Toiyabe,Jett,JE02.3,10,0,point,2012,2115,0,NA,,,,,,,166,52,479032,4287356,0,0
Nevada,Toiyabe,Jett,JE03.1,10,2,point,2012,2143,0,NA,,,,,,,166,52,478738,4287599,0,0
Nevada,Toiyabe,Jett,JE03.2,10,0,point,2012,2156,0,NA,,,,,,,166,52,478552,4287654,0,0
Nevada,Toiyabe,Jett,JE03.3,10,0,point,2012,2190,0,NA,,,,,,,166,52,478243,4287949,0,0
Nevada,Toquima,Meadow,MD01.1,10,0,point,2012,2259,0,NA,,,,,,,148,41,512295,4277782,1,1
Nevada,Toquima,Meadow,MD01.2,10,0,point,2012,2273,0,NA,,,,,,,148,41,511844,4278222,1,1
Nevada,Toquima,Meadow,MD01.3,10,0,point,2012,2302,0,NA,,,,,,,148,41,511062,4279066,1,1
Nevada,Toquima,Meadow,MD02.1,10,0,point,2012,2342,0,NA,,,,,,,148,41,510018,4280073,1,1
Nevada,Toquima,Meadow,MD02.2,10,0,point,2012,2368,0,NA,,,,,,,148,41,509176,4280604,1,1
Nevada,Toquima,Meadow,MD02.3,10,0,point,2012,2384,0,NA,,,,,,,178,49,508562,4281002,1,1
Nevada,Toquima,Meadow,MD03.1,10,0,point,2012,2447,0,NA,,,,,,,190,53,507148,4282357,1,1
Nevada,Toquima,Meadow,MD03.2,10,0,point,2012,2495,0,NA,,,,,,,190,53,506561,4282170,1,1
Nevada,Toquima,Meadow,MD04.1,10,0,point,2012,2577,0,NA,,,,,,,178,49,505955,4281915,1,1
