state,range,canyon or area,point,num_samples_BRTE,BRTEcount,mtype,year,elevation,burned,firstGS,num_samples_grass&forb,igrass,grasscvr,iforb,forbcvr,wtprecip,spprecip,UTMx (NAD83 zone 11),UTMy (NAD83 zone 11),grazed.1,prop_grazed
Nevada,Toiyabe,Wall,WA03.1,31,13,point,2015,2151,1,2001,21,,3,,6,71,106,477057,4282690,,
Nevada,Toiyabe,Wall,WA03.2,31,17,point,2015,2201,1,2001,21,,7,,5,71,106,476504,4283065,,
Nevada,Toiyabe,Wall,WA04.1,31,20,point,2015,2260,0,NA,21,,8,,2,104,129,475818,4283922,,
Nevada,Toiyabe,Wall,WA04.2,31,19,point,2015,2303,1,2001,21,,6,,4,104,129,475454,4284265,,
Nevada,Toiyabe,Wall,WA05.1,31,24,point,2015,2356,1,2001,21,,9,,14,104,129,474874,4284514,,
Nevada,Toiyabe,Wall,WA05.2,31,21,point,2015,2414,1,2001,21,,10,,7,104,129,474577,4284907,,
Nevada,Toiyabe,Wall,WA06.1,31,14,point,2015,2405,1,2001,21,,6,,10,104,129,474931,4284883,,
Nevada,Toiyabe,Wall,WA0B1,31,26,point,2015,2174,1,2001,21,,6,,4,71,106,476751,4282806,,
Nevada,Toiyabe,Wall,WA0B2,31,29,point,2015,2212,1,2001,21,,1,,9,104,129,476381,4283210,,
Nevada,Toiyabe,Wall,WA0B3,31,10,point,2015,2227,1,2001,21,,1,,1,104,129,476328,4283496,,
Nevada,Toiyabe,Wall,WA0B4,31,3,point,2015,2263,1,2001,21,,6,,4,104,129,475964,4283880,,
Nevada,Toiyabe,Wall,WA0B5,31,22,point,2015,2267,1,2001,21,,11,,7,104,129,475713,4283998,,
Nevada,Toiyabe,Wall,WA0B6,31,25,point,2015,2321,1,2001,21,,2,,6,104,129,475182,4284300,,
Nevada,Toiyabe,Wall,WA0B7,31,27,point,2015,2372,1,2001,21,,9,,8,104,129,474706,4284574,,
Nevada,Monitor,White Sage,WH08,10,0,point,2015,2320,0,NA,,,,,,67,99,543778,4339804,,
Nevada,Monitor,White Sage,WH09,10,0,point,2015,2253,0,NA,,,,,,67,99,541940,4339565,,
Nevada,Monitor,White Sage,WH10,10,0,point,2015,2205,0,NA,,,,,,57,93,540988,4337578,,
Nevada,Monitor,White Sage,WH11,10,0,point,2015,2177,0,NA,,,,,,57,93,540694,4336326,,
Nevada,Monitor,Wallace,WL01,10,0,point,2015,2134,0,NA,,,,,,54,95,536931,4350156,,
Nevada,Monitor,Wallace,WL02,10,0,point,2015,2155,0,NA,,,,,,54,95,537285,4350420,,
Nevada,Monitor,Wallace,WL03,10,0,point,2015,2164,0,NA,,,,,,54,95,537523,4350763,,
Nevada,Monitor,Wallace,WL04,10,2,point,2015,2204,0,NA,,,,,,77,108,538368,4351727,,
Nevada,Monitor,Wallace,WL05,10,1,point,2015,2313,0,NA,,,,,,77,108,539890,4352610,,
Nevada,Monitor,Wallace,WL06,10,5,point,2015,2327,0,NA,,,,,,77,108,540147,4352583,,
Nevada,Monitor,Wallace,WL07,10,5,point,2015,2347,0,NA,,,,,,77,108,540416,4352465,,
Nevada,Monitor,Wallace,WL09,10,3,point,2015,2423,0,NA,,,,,,91,113,541348,4352187,,
Nevada,Monitor,Wallace,WL10,10,0,point,2015,2367,0,NA,,,,,,66,102,541107,4351457,,
Nevada,Monitor,Wallace,WL11,10,0,point,2015,2279,0,NA,,,,,,68,102,541577,4349986,,
Nevada,Monitor,Wallace,WL12,10,0,point,2015,2284,0,NA,,,,,,68,102,542209,4348896,,
Nevada,Monitor,Wallace,WL13,10,0,point,2015,2272,0,NA,,,,,,68,102,543406,4347960,,
Nevada,Toiyabe,Washington,WS01.1,10,0,point,2015,2133,0,NA,,,,,,52,101,476444,4334452,,
Nevada,Toiyabe,Washington,WS01.2,10,1,point,2015,2188,0,NA,,,,,,98,128,477267,4334221,,
Nevada,Toiyabe,Washington,WS01.3,10,0,point,2015,2212,0,NA,,,,,,98,128,477752,4334148,,
Nevada,Toiyabe,Washington,WS02.1,10,3,point,2015,2252,0,NA,,,,,,98,128,478393,4333845,,
Nevada,Toiyabe,Washington,WS02.2,10,0,point,2015,2269,0,NA,,,,,,98,128,478611,4333781,,
Nevada,Toiyabe,Washington,WS02.3,10,0,point,2015,2295,0,NA,,,,,,98,128,478989,4333756,,
Nevada,Toiyabe,Washington,WS03.1,10,2,point,2015,2332,0,NA,,,,,,98,128,479632,4333962,,
Nevada,Toiyabe,Washington,WS03.2,10,5,point,2015,2352,0,NA,,,,,,98,128,479948,4334019,,
Nevada,Toiyabe,Washington,WS03.3,10,0,point,2015,2395,0,NA,,,,,,179,165,480513,4334115,,
Nevada,Toiyabe,Washington,WS04.1,10,2,point,2015,2443,0,NA,,,,,,179,165,481133,4333911,,
Nevada,Toiyabe,Washington,WS04.2,10,0,point,2015,2485,0,NA,,,,,,179,165,481610,4333749,,
Nevada,Toiyabe,Washington,WS04.3,10,0,point,2015,2503,0,NA,,,,,,179,165,481887,4333717,,
Nevada,Toiyabe,Washington,WS05.1,10,0,point,2015,2539,0,NA,,,,,,179,165,482186,4333581,,
Nevada,Toiyabe,Washington,WS05.2,10,0,point,2015,2570,0,NA,,,,,,179,165,482533,4333633,,
Nevada,Toiyabe,Washington,WS05.3,10,0,point,2015,2585,0,NA,,,,,,179,165,482662,4333665,,
